stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat
CSDMIXVVSEFMIX,Diamond,,VVS,EF,,72000,108000
DIARNDVSEF0.180 TO 0.220(V),Diamond,Round,VS,EF,0.180 TO 0.220(V),72000,108000
DIAPRIFEFBELOW01CT,Diamond,Princess,F,EF,BELOW01CT,72000,108000
DIAFANVS - SIEF0.085 TO 0.125 (LLL),Diamond,,VS-SI,EF,0.085 TO 0.125 (LLL),72000,108000
DIAFANVVS - VSEF0.135 TO 0.175 (IV),Diamond,,VVS-VS,EF,0.135 TO 0.175 (IV),72000,108000
DIARNDVVS  VSEF01.01- 2 CT,Diamond,Round,VVSVS,EF,01.01- 2 CT,72000,108000
DIAFANVSEF0.180 TO 0.220 (V),Diamond,,VS,EF,0.180 TO 0.220 (V),72000,108000
DIAMIXVVSEF02.01-3CT,Diamond,,VVS,EF,02.01-3CT,72000,108000
DIAPEAMIXEF0.075 TO 0.08 (II),Diamond,Pear,,EF,0.075 TO 0.08 (II),72000,108000
DIARNDVVS - VSEF04.01-5CT,Diamond,Round,VVS-VS,EF,04.01-5CT,72000,108000
DIAPRIVSEF0.13 TO 0.175 (IV),Diamond,Princess,VS,EF,0.13 TO 0.175 (IV),72000,108000
DIARNDVSEF02.01-3CT,Diamond,Round,VS,EF,02.01-3CT,72000,108000
DIARNDVSEF06.01-7CT,Diamond,Round,VS,EF,06.01-7CT,72000,108000
DIARNDVVS1EF0.50 TO 0.69(IX),Diamond,Round,VVS1,EF,0.50 TO 0.69(IX),72000,108000
DIAFANVSEF0.230 TO 0.290 (VL),Diamond,,VS,EF,0.230 TO 0.290 (VL),72000,108000
DIAFANVS - SIEF0.180 TO 0.220 (V),Diamond,,VS-SI,EF,0.180 TO 0.220 (V),72000,108000
DIARNDVVSEF0.075TO0.080(II),Diamond,Round,VVS,EF,0.075TO0.080(II),72000,108000
CHAMIXMIXEFMIX,Diamond,,,EF,,72000,108000
DIAPEAVVSEF01.01-2CT,Diamond,Pear,VVS,EF,01.01-2CT,72000,108000
WCKMIXAEFMIX,Diamond,,,EF,,72000,108000
DIAPEAMIXEFMIX,Diamond,Pear,,EF,,72000,108000
DIARNDVSEF0.085 TO 0.125(III),Diamond,Round,VS,EF,0.085 TO 0.125(III),72000,108000
DIAPRIVVS - VSEF0.18 TO 0.22 (V),Diamond,Princess,VVS-VS,EF,0.18 TO 0.22 (V),72000,108000
DIAMAQVSEF0.13 TO 0.175 (IV),Diamond,Marquise,VS,EF,0.13 TO 0.175 (IV),72000,108000
DIAPRIVVSEF01.01-2CT,Diamond,Princess,VVS,EF,01.01-2CT,72000,108000
DIAPRIVVS - VSEF0.085 TO 0.125 (III),Diamond,Princess,VVS-VS,EF,0.085 TO 0.125 (III),72000,108000
DIARNDVVSEF0.135 TO 0.0175(IV),Diamond,Round,VVS,EF,0.135 TO 0.0175(IV),72000,108000
DIAMUTMIXEFMIX,Diamond,,,EF,,72000,108000
DIAMAQVVSEF0.075TO0.08(II),Diamond,Marquise,VVS,EF,0.075TO0.08(II),72000,108000
DIARNDVVSEF1,Diamond,Round,VVS,EF,1,72000,108000
DIAMIXVS - SIEF03.01-4CT,Diamond,,VS-SI,EF,03.01-4CT,72000,108000
WCKMIXMIXEFMIX,Diamond,,,EF,,72000,108000
WPLMIXMIXEFMIX,Diamond,,,EF,,72000,108000
DIARNDVSEF03.01-4CT,Diamond,Round,VS,EF,03.01-4CT,72000,108000
DIAFANVS - SIEF0.30 TO 0.39(VII),Diamond,,VS-SI,EF,0.30 TO 0.39(VII),72000,108000
DIAPEAVVSEF02.01-3CT,Diamond,Pear,VVS,EF,02.01-3CT,72000,108000
DIARNDVVSEF0.085 TO 0.0125(III),Diamond,Round,VVS,EF,0.085 TO 0.0125(III),72000,108000
DIARNDVS - SIEFBELOW01CT,Diamond,Round,VS-SI,EF,BELOW01CT,72000,108000
WPLMIXAEFMIX,Diamond,,,EF,,72000,108000
DIARNDMIXEF0.135 TO 0.175(IV),Diamond,Round,,EF,0.135 TO 0.175(IV),72000,108000
DIAFANVVS - VSEF0.50 TO 0.69(IX),Diamond,,VVS-VS,EF,0.50 TO 0.69(IX),72000,108000
CSDMIXVVSEF01.01-2CT,Diamond,,VVS,EF,01.01-2CT,72000,108000
DIARNDVSEF0.075 TO 0.080(II),Diamond,Round,VS,EF,0.075 TO 0.080(II),72000,108000
DIARNDVVS1EF0.40 TO 0.49(VIII),Diamond,Round,VVS1,EF,0.40 TO 0.49(VIII),72000,108000
DIAPEAVSEF02.01-3CT,Diamond,Pear,VS,EF,02.01-3CT,72000,108000
DIAPEAVVS - VSEF1.00 ABOVE(XI),Diamond,Pear,VVS-VS,EF,1.00 ABOVE(XI),72000,108000
DIAPRIVSEF0.18 TO 0.22 (V),Diamond,Princess,VS,EF,0.18 TO 0.22 (V),72000,108000
DIAFANVSEF0.135 TO 0.175 (IV),Diamond,,VS,EF,0.135 TO 0.175 (IV),72000,108000
DIARNDVSEFMIX,Diamond,Round,VS,EF,,72000,108000
DIAPEAVS - SIEF0.50 TO 0.69(IX),Diamond,Pear,VS-SI,EF,0.50 TO 0.69(IX),72000,108000
DIARNDVVSEF0.18 TO 0.22(V),Diamond,Round,VVS,EF,0.18 TO 0.22(V),72000,108000
DIAFANMIXEF0.135 TO 0.175 (IV),Diamond,,,EF,0.135 TO 0.175 (IV),72000,108000
DIAFANVVSEF02.01-3CT,Diamond,,VVS,EF,02.01-3CT,72000,108000
DIAPRIVVS - VSEF0.23 TO 0.29 (VI),Diamond,Princess,VVS-VS,EF,0.23 TO 0.29 (VI),72000,108000
DIAFANVSEF0.085 TO 0.125 (LLL),Diamond,,VS,EF,0.085 TO 0.125 (LLL),72000,108000
DIARNDVS  SIEF07.01 - 8 CT,Diamond,Round,VSSI,EF,07.01 - 8 CT,72000,108000
DIAFANVS - SIEF0.40 TO 0.49(VIII),Diamond,,VS-SI,EF,0.40 TO 0.49(VIII),72000,108000
DIARNDVVSEF0.70TO0.99(X),Diamond,Round,VVS,EF,0.70TO0.99(X),72000,108000
DIAPRIMIXEF0.13 TO 0.175 (IV),Diamond,Princess,,EF,0.13 TO 0.175 (IV),72000,108000
DIAMAQMIXEF0.30 TO 0.39 (VII),Diamond,Marquise,,EF,0.30 TO 0.39 (VII),72000,108000
DIARNDVS - SIEF05.01-6CT,Diamond,Round,VS-SI,EF,05.01-6CT,72000,108000
DIAMAQVSEF0.18 TO 0.22 (V),Diamond,Marquise,VS,EF,0.18 TO 0.22 (V),72000,108000
DIAPRIVVS1EF0.50 TO 0.69 (IX),Diamond,Princess,VVS1,EF,0.50 TO 0.69 (IX),72000,108000
DIAMAQVSEF0.23 TO 0.29 (VI),Diamond,Marquise,VS,EF,0.23 TO 0.29 (VI),72000,108000
DIARNDVVS - VSEF0.230 TO 0.290(VI),Diamond,Round,VVS-VS,EF,0.230 TO 0.290(VI),72000,108000
DIAMAQVSEF03.01 - 4 CT,Diamond,Marquise,VS,EF,03.01 - 4 CT,72000,108000
DIARNDMIXEF0.18 TO 0.22(V),Diamond,Round,,EF,0.18 TO 0.22(V),72000,108000
DIARNDVVS1EF0.70 TO 0.99(X),Diamond,Round,VVS1,EF,0.70 TO 0.99(X),72000,108000
DIAMAQVSEF0.50 TO 0.69 (IX),Diamond,Marquise,VS,EF,0.50 TO 0.69 (IX),72000,108000
DIAPRIVS - SIEF0.30 TO 0.39 (VII),Diamond,Princess,VS-SI,EF,0.30 TO 0.39 (VII),72000,108000
DIAPRISIEF0.30 TO 0.39 (VII),Diamond,Princess,SI,EF,0.30 TO 0.39 (VII),72000,108000
DIAMAQVSEF0.30 TO 0.39 (VII),Diamond,Marquise,VS,EF,0.30 TO 0.39 (VII),72000,108000
DIAPRIVS - SIEF0.13 TO 0.175 (IV),Diamond,Princess,VS-SI,EF,0.13 TO 0.175 (IV),72000,108000
DIAPEAMIXEF0.18 TO 0.22 (V),Diamond,Pear,,EF,0.18 TO 0.22 (V),72000,108000
DIAPRIVSEF01.01-2CT,Diamond,Princess,VS,EF,01.01-2CT,72000,108000
DIAFANSI3EF05.01-6CT,Diamond,,SI3,EF,05.01-6CT,72000,108000
DIAPRIVS - SIEF0.50 TO 0.69 (IX),Diamond,Princess,VS-SI,EF,0.50 TO 0.69 (IX),72000,108000
DIARNDVSEFBELOW 01 CT,Diamond,Round,VS,EF,BELOW 01 CT,72000,108000
DIAFANMIXEF0.075 TO 0.080 (LL),Diamond,,,EF,0.075 TO 0.080 (LL),72000,108000
DIAMAQVVSEF02.01-3CT,Diamond,Marquise,VVS,EF,02.01-3CT,72000,108000
DIAPEAVVSEFBELOW01CT,Diamond,Pear,VVS,EF,BELOW01CT,72000,108000
DIAPEAVSEF0.075 TO 0.08 (II),Diamond,Pear,VS,EF,0.075 TO 0.08 (II),72000,108000
DIARNDVVSEF0.50 TO 0.69(IX),Diamond,Round,VVS,EF,0.50 TO 0.69(IX),72000,108000
DIAPEAMIXEF0.70 TO 0.99(X),Diamond,Pear,,EF,0.70 TO 0.99(X),72000,108000
DIAPRIVSEF0.085 TO 0.125 (III),Diamond,Princess,VS,EF,0.085 TO 0.125 (III),72000,108000
DIARNDIFEF0.135 TO 0.175(IV),Diamond,Round,IF,EF,0.135 TO 0.175(IV),72000,108000
DIAMAQVVS  VSEFBELOW 01 CT,Diamond,Marquise,VVSVS,EF,BELOW 01 CT,72000,108000
DIARNDVS - SIEF08.01-9CT,Diamond,Round,VS-SI,EF,08.01-9CT,72000,108000
DIAPEAVS - SIEF01.01-2CT,Diamond,Pear,VS-SI,EF,01.01-2CT,72000,108000
DIAFANMIXEF0.230 TO 0.290 (VL),Diamond,,,EF,0.230 TO 0.290 (VL),72000,108000
DIAFANSI3EF01.01-2CT,Diamond,,SI3,EF,01.01-2CT,72000,108000
DIARNDVSEF0.230 TO 0.290(VI),Diamond,Round,VS,EF,0.230 TO 0.290(VI),72000,108000
DIARNDSIEFBELOW01CT,Diamond,Round,SI,EF,BELOW01CT,72000,108000
DIAPEAMIXEF0.30 TO 0.39(VII),Diamond,Pear,,EF,0.30 TO 0.39(VII),72000,108000
DIAPEAVS  SIEFMIX,Diamond,Pear,VSSI,EF,,72000,108000
DIAFANMIXEF0.180 TO 0.220 (V),Diamond,,,EF,0.180 TO 0.220 (V),72000,108000
DIAMAQVSEFBELOW01CT,Diamond,Marquise,VS,EF,BELOW01CT,72000,108000
DIAPRIVVSEF0.40 TO 0.49 (VIII),Diamond,Princess,VVS,EF,0.40 TO 0.49 (VIII),72000,108000
DIAPRIVVS - VSEF01.01-2CT,Diamond,Princess,VVS-VS,EF,01.01-2CT,72000,108000
DIABAGVVS - VSEF0.18 TO 0.22 (V),Diamond,Baguette,VVS-VS,EF,0.18 TO 0.22 (V),72000,108000
DIARNDMIXEF0.230 TO 0.290(VI),Diamond,Round,,EF,0.230 TO 0.290(VI),72000,108000
DIAPRIVVS - VSEF0.075 TO 0.08 (II),Diamond,Princess,VVS-VS,EF,0.075 TO 0.08 (II),72000,108000
DIAPRIVVSEF0.30 TO 0.39 (VII),Diamond,Princess,VVS,EF,0.30 TO 0.39 (VII),72000,108000
DIAFANVVS  VSEFBELOW 01 CT,Diamond,,VVSVS,EF,BELOW 01 CT,72000,108000
DIAFANVSEF0.40 TO 0.49(VIII),Diamond,,VS,EF,0.40 TO 0.49(VIII),72000,108000
DIAPEAVVSEF0.18TO0.22(V),Diamond,Pear,VVS,EF,0.18TO0.22(V),72000,108000
DIAFANMIXEF0.085 TO 0.125 (LLL),Diamond,,,EF,0.085 TO 0.125 (LLL),72000,108000
DIAMIXVVS - VSEFMIX,Diamond,,VVS-VS,EF,,72000,108000
DIARNDVVS2EFBELOW01CT,Diamond,Round,VVS2,EF,BELOW01CT,72000,108000
DIAPRIVVSEF0.50 TO 0.69 (IX),Diamond,Princess,VVS,EF,0.50 TO 0.69 (IX),72000,108000
DIAMAQSIEF0.085 TO 0.125 (III),Diamond,Marquise,SI,EF,0.085 TO 0.125 (III),72000,108000
DIARNDSIEF10.01-12CT,Diamond,Round,SI,EF,10.01-12CT,72000,108000
DIARNDVVSEF0.23 TO 0.29(VI),Diamond,Round,VVS,EF,0.23 TO 0.29(VI),72000,108000
DIAFANVVSEFBELOW01CT,Diamond,,VVS,EF,BELOW01CT,72000,108000
DIARNDSIEF0.30 TO 0.39(VII),Diamond,Round,SI,EF,0.30 TO 0.39(VII),72000,108000
DIARNDVVSEF0.075 TO 0.08(II),Diamond,Round,VVS,EF,0.075 TO 0.08(II),72000,108000
DIARNDVVS1EF1.00 TO 1.49 (XI),Diamond,Round,VVS1,EF,1.00 TO 1.49 (XI),72000,108000
DIAFANVS - SIEF0.50 TO 0.69(IX),Diamond,,VS-SI,EF,0.50 TO 0.69(IX),72000,108000
DIAPRIMIXEF0.085 TO 0.125 (III),Diamond,Princess,,EF,0.085 TO 0.125 (III),72000,108000
DIAMAQVVS - VSEF0.40 TO 0.49 (VIII),Diamond,Marquise,VVS-VS,EF,0.40 TO 0.49 (VIII),72000,108000
DIAMAQVVSEF0.50 TO 0.69 (IX),Diamond,Marquise,VVS,EF,0.50 TO 0.69 (IX),72000,108000
DIARNDIFEF0.30 TO 0.39(VII),Diamond,Round,IF,EF,0.30 TO 0.39(VII),72000,108000
DIARNDSIEF08.01-9CT,Diamond,Round,SI,EF,08.01-9CT,72000,108000
DIAPRIVVS - VSEFBELOW01CT,Diamond,Princess,VVS-VS,EF,BELOW01CT,72000,108000
DIARNDVVS1EF0.30 TO 0.39(VII),Diamond,Round,VVS1,EF,0.30 TO 0.39(VII),72000,108000
DIAMAQVS - SIEF0.40 TO 0.49 (VIII),Diamond,Marquise,VS-SI,EF,0.40 TO 0.49 (VIII),72000,108000
DIAPEAVVSEF0.40 TO 0.49(VIII),Diamond,Pear,VVS,EF,0.40 TO 0.49(VIII),72000,108000
DIAFANVVSEF01.01-2CT,Diamond,,VVS,EF,01.01-2CT,72000,108000
DIAPRIVS - SIEF0.23 TO 0.29 (VI),Diamond,Princess,VS-SI,EF,0.23 TO 0.29 (VI),72000,108000
DIARNDVVS1EF01.01- 2 CT,Diamond,Round,VVS1,EF,01.01- 2 CT,72000,108000
DIAMAQMIXEF0.23 TO 0.29 (VI),Diamond,Marquise,,EF,0.23 TO 0.29 (VI),72000,108000
DIAPRIVSEF0.075 TO 0.08 (II),Diamond,Princess,VS,EF,0.075 TO 0.08 (II),72000,108000
DIAPEAVVSEF01.01- 2 CT,Diamond,Pear,VVS,EF,01.01- 2 CT,72000,108000
DIARNDVVS1EFBELOW 01 CT,Diamond,Round,VVS1,EF,BELOW 01 CT,72000,108000
DIARNDVVS2- VSEF0.18 TO 0.22(V),Diamond,Round,VVS2-VS,EF,0.18 TO 0.22(V),72000,108000
DIARNDVS1EF0.50 TO 0.69(IX),Diamond,Round,VS1,EF,0.50 TO 0.69(IX),72000,108000
DIARNDVSEF0.18 TO 0.22(V),Diamond,Round,VS,EF,0.18 TO 0.22(V),72000,108000
LBDMIXVVS - VSEFMIX,Diamond,,VVS-VS,EF,,72000,108000
DIAPEAVVSEF0.70 TO 0.99(X),Diamond,Pear,VVS,EF,0.70 TO 0.99(X),72000,108000
POLMIXMIXEF- 0.24+0.22,Diamond,,,EF,0.02,72000,108000
DIARNDVSEF0.50 TO 0.69(IX),Diamond,Round,VS,EF,0.50 TO 0.69(IX),72000,108000
DIAMAQVVSEFBELOW 01 CT,Diamond,Marquise,VVS,EF,BELOW 01 CT,72000,108000
DIAPEAVVS  VSEF02.01 - 3 CT,Diamond,Pear,VVSVS,EF,02.01 - 3 CT,72000,108000
POLMIXAEF- 0.20+0.18,Diamond,,,EF,0.02,72000,108000
DIARNDVSEF0.135 TO 0.0175(IV),Diamond,Round,VS,EF,0.135 TO 0.0175(IV),72000,108000
DIARNDVSEF0.085 TO 0.0125(III),Diamond,Round,VS,EF,0.085 TO 0.0125(III),72000,108000
DIARNDVSEF0.23 TO 0.29(VI),Diamond,Round,VS,EF,0.23 TO 0.29(VI),72000,108000
DIARNDFEF02.01 - 3 CT,Diamond,Round,F,EF,02.01 - 3 CT,72000,108000
DIARNDVVSEF0.180TO0.220(V),Diamond,Round,VVS,EF,0.180TO0.220(V),72000,108000
DIARNDMIXEF0.135 TO 0.0175(IV),Diamond,Round,,EF,0.135 TO 0.0175(IV),72000,108000
DIAMUTVVSEFMIX,Diamond,,VVS,EF,,72000,108000
DIAFANVVS1EFBELOW 01 CT,Diamond,,VVS1,EF,BELOW 01 CT,72000,108000
DIAMIXMIXMIXMIX,Diamond,,,,,72000,108000
DIARNDIFEFBELOW 01 CT,Diamond,Round,IF,EF,BELOW 01 CT,72000,108000
POLMIXMIXEF-0.18,Diamond,,,EF,0.18,72000,108000
LBDMIXAEFMIX,Diamond,,,EF,,72000,108000
SCTMIXAEFMIX,Diamond,,,EF,,72000,108000
POLMIXAEF- 0.24+0.22,Diamond,,,EF,0.02,72000,108000
DIABAGMIXEFMIX,Diamond,Baguette,,EF,,72000,108000
DIAMAQVVSEF02.01 - 3 CT,Diamond,Marquise,VVS,EF,02.01 - 3 CT,72000,108000
DIAPEAVVS  VSEF05.01 - 6 CT,Diamond,Pear,VVSVS,EF,05.01 - 6 CT,72000,108000
DIAMAQIFEF0.50 TO 0.69 (IX),Diamond,Marquise,IF,EF,0.50 TO 0.69 (IX),72000,108000
DIARNDMIXEF0.23 TO 0.29(VI),Diamond,Round,,EF,0.23 TO 0.29(VI),72000,108000
POLMIXMIXEF- 0.20+0.18,Diamond,,,EF,0.02,72000,108000
DIARNDVVSEF0.40TO0.49(VIII),Diamond,Round,VVS,EF,0.40TO0.49(VIII),72000,108000
DIARNDVVS - VSEF0.23 TO 0.29(VI),Diamond,Round,VVS-VS,EF,0.23 TO 0.29(VI),72000,108000
DIARNDVSEF0.70 TO 0.99(X),Diamond,Round,VS,EF,0.70 TO 0.99(X),72000,108000
DIAFANVSEF02.01-3CT,Diamond,,VS,EF,02.01-3CT,72000,108000
DIAMAQVVSEF0.40 TO 0.49 (VIII),Diamond,Marquise,VVS,EF,0.40 TO 0.49 (VIII),72000,108000
DIAPEAVVSEF02.01 - 3 CT,Diamond,Pear,VVS,EF,02.01 - 3 CT,72000,108000
DIARND2.VVS1EFBELOW 01 CT,Diamond,Round,VVS1,EF,BELOW 01 CT,72000,108000
POLMIXMIXEF- 0.40+0.38,Diamond,,,EF,0.02,72000,108000
POLMIXAEF- ABOVE 1,Diamond,,,EF, ABOVE 1,72000,108000
DIARNDMIXEF0.40 TO 0.49(VIII),Diamond,Round,,EF,0.40 TO 0.49(VIII),72000,108000
DIAMAQVVS - VSEF1.00 ABOVE (XI),Diamond,Marquise,VVS-VS,EF,1.00 ABOVE (XI),72000,108000
POLMIXAEF- 0.28+0.26,Diamond,,,EF,0.02,72000,108000
DIARNDVVS2EF1.00 TO 1.49 (XI),Diamond,Round,VVS2,EF,1.00 TO 1.49 (XI),72000,108000
POHMIXMIXEFMIX,Diamond,,,EF,,72000,108000
DIARNDVVSEF0.70 TO 0.99(X),Diamond,Round,VVS,EF,0.70 TO 0.99(X),72000,108000
POLMIXMIXEF- 0.28+0.26,Diamond,,,EF,0.02,72000,108000
DIAPRIVVS1EF1.00 ABOVE (XI),Diamond,Princess,VVS1,EF,1.00 ABOVE (XI),72000,108000
POLMIXAEF- 0.36+0.34,Diamond,,,EF,0.02,72000,108000
POLMIXAEF- 0.32+0.30,Diamond,,,EF,0.02,72000,108000
DIAFANMIXEF0.40 TO 0.49(VIII),Diamond,,,EF,0.40 TO 0.49(VIII),72000,108000
DIAMAQVVS - VSEF0.30 TO 0.39 (VII),Diamond,Marquise,VVS-VS,EF,0.30 TO 0.39 (VII),72000,108000
POLMIXAEF- 0.30+0.28,Diamond,,,EF,0.02,72000,108000
POLMIXAEF- ABOVE 2,Diamond,,,EF, ABOVE 2,72000,108000
DIARNDIFEF1.00 TO 1.49 (XI),Diamond,Round,IF,EF,1.00 TO 1.49 (XI),72000,108000
POLMIXAEF- 0.26+0.24,Diamond,,,EF,0.02,72000,108000
POLMIXMIXEF- ABOVE 1,Diamond,,,EF, ABOVE 1,72000,108000
POHMIXAEFMIX,Diamond,,,EF,,72000,108000
POLMIXMIXEF- 0.36+0.34,Diamond,,,EF,0.02,72000,108000
DIAPRIVVS - VSEF0.70 TO 0.99 (X),Diamond,Princess,VVS-VS,EF,0.70 TO 0.99 (X),72000,108000
DIARNDMIXEF0.50 TO 0.69(IX),Diamond,Round,,EF,0.50 TO 0.69(IX),72000,108000
LBDMIXVSEFBELOW01CT,Diamond,,VS,EF,BELOW01CT,72000,108000
DIAPEAVVS - VSEF0.70 TO 0.99(X),Diamond,Pear,VVS-VS,EF,0.70 TO 0.99(X),72000,108000
POLMIXMIXEF- 0.32+0.30,Diamond,,,EF,0.02,72000,108000
POLMIXMIXEF- 0.26+0.24,Diamond,,,EF,0.02,72000,108000
POLMIXMIXEF- 0.30+0.28,Diamond,,,EF,0.02,72000,108000
DIAPRIVVS - VSEFBELOW 01 CT,Diamond,Princess,VVS-VS,EF,BELOW 01 CT,72000,108000
DIAMAQVVS - VSEF02.01 - 3 CT,Diamond,Marquise,VVS-VS,EF,02.01 - 3 CT,72000,108000
DIARNDVSEF01.01- 2 CT,Diamond,Round,VS,EF,01.01- 2 CT,72000,108000
DIARNDVVS - VSEF02.01 - 3 CT,Diamond,Round,VVS-VS,EF,02.01 - 3 CT,72000,108000
POLMIXMIXEF-0.20+0.18,Diamond,,,EF,0.02,72000,108000
POLMIXMIXEF-0.28+0.26,Diamond,,,EF,0.02,72000,108000
POLMIXMIXEF-0.24+0.22,Diamond,,,EF,0.02,72000,108000
POLMIXMIXEF-ABOVE1,Diamond,,,EF,,72000,108000
DIARNDVVSEFRNDEFEFMIX,Diamond,Round,EF,EF,,72000,108000
DIAMAQVSEFMIX,Diamond,Marquise,VS,EF,,72000,108000
DIARNDVVSEFRNDVVSEFMIX,Diamond,Round,VVS,EF,,72000,108000
DIAPEAVVSEF1,Diamond,Pear,VVS,EF,1,72000,108000
DIAPEAVSEFMIX,Diamond,Pear,VS,EF,,72000,108000
LBDMIXMIXMIXMIX,Diamond,,,,,72000,108000
DIAFMVVSEFMIX,Diamond,,VVS,EF,,72000,108000
POLMIXMIXMIXPOLKI - 0.18,Diamond,,,,0.18,72000,108000
CLRDIARNDVVSEFMIX,Diamond,Round,VVS,EF,,72000,108000
CLRDIARNDVVSEF0.075 TO 0.080 (I),Diamond,Round,VVS,EF,0.075 TO 0.080 (I),72000,108000
CLRDIARNDVVSEF0.085 TO 0.125 (II),Diamond,Round,VVS,EF,0.085 TO 0.125 (II),72000,108000
RSCUTRNDVVSEFMIX,Diamond,Round,VVS,EF,,72000,108000
DIASLTVVSEFMIX,Solitaire_Diamond,,VVS,EF,,150000,225000
DIAMAQVVSEF0.18 TO 0.22(V),Diamond,Marquise,VVS,EF,0.18 TO 0.22(V),72000,108000
DIAPEAVVSEF0.18 TO 0.22(V),Diamond,Pear,VVS,EF,0.18 TO 0.22(V),72000,108000
DIAPEAVVSEF0.13 TO 0.175 (IV),Diamond,Pear,VVS,EF,0.13 TO 0.175 (IV),72000,108000
DIAMAQVVSEF0.085 TO 0.125(III),Diamond,Marquise,VVS,EF,0.085 TO 0.125(III),72000,108000
WPKMIXAMIXMIX,Diamond,,,,,72000,108000
ROSRNDVVSEFMIX,Diamond,Round,VVS,EF,,72000,108000
DIAFANVVS - VSFGHMIX,Diamond,,VVS-VS,FGH,,72000,108000
DIARNDVVS - VSGH  0.085 TO 0.0125(III),Diamond,Round,VVS-VS,GH,  0.085 TO 0.0125(III),72000,108000
DIAPRIVVS-VSEF0.075 TO 0.080 (II),Diamond,Princess,VVS-VS,EF,0.075 TO 0.080 (II),72000,108000
DIAPEAVVS-VSEF0.13 TO 0.175 (IV),Diamond,Pear,VVS-VS,EF,0.13 TO 0.175 (IV),72000,108000
DIARNDEFEFVVS,Diamond,Round,EF,EF,,72000,108000
DIAPRIPRIVSFGH0.14 - 0.17 ,Diamond,Princess,VS,FGH,0.14 - 0.17 ,72000,108000
DIAPRIVVS-VSFG0.13 TO 0.175 (IV),Diamond,Princess,VVS-VS,FG,0.13 TO 0.175 (IV),72000,108000
DIAFANVVS-VSFG0.085 TO 0.125 (III),Diamond,,VVS-VS,FG,0.085 TO 0.125 (III),72000,108000
DIAPEAVVS-VSFGMIX,Diamond,Pear,VVS-VS,FG,,72000,108000
DIARNDVVS-VSFGMIX,Diamond,Round,VVS-VS,FG,,72000,108000
DIAMAQVVS-VSFG0.085 TO 0.125 (III),Diamond,Marquise,VVS-VS,FG,0.085 TO 0.125 (III),72000,108000
DIARNDVVS - VSFGMIX,Diamond,Round,VVS-VS,FG,,72000,108000
DIAMLIVVSEF00.06 TO 00.07,Diamond,,VVS,EF,00.06 TO 00.07,72000,108000
DIASOLRNDVVSWHITE1.49 TO 1.99,Diamond,Round,VVS,WHITE,1.49 TO 1.99,72000,108000
DIAPRIVVS-VSGHMIX,Diamond,Princess,VVS-VS,GH,,72000,108000
SLTRNDVVSEF0.50 TO 0.69(IX),Solitaire_Diamond,Round,VVS,EF,0.50 TO 0.69(IX),150000,225000
DIASLT2.VVS1EMIX,Solitaire_Diamond,,VVS1,E,,150000,225000
DIAPEAVVS - VSGH  0.13 TO 0.175(IV),Diamond,Pear,VVS-VS,GH,  0.13 TO 0.175(IV),72000,108000
DIAFANVVS - VSGHMIX,Diamond,,VVS-VS,GH,,72000,108000
DIAMAQVS-SIHIMIX,Diamond,Marquise,VS-SI,HI,,72000,108000
DIAPEAVS-SIHIMIX,Diamond,Pear,VS-SI,HI,,72000,108000
DIARNDVS-SIHIMIX,Diamond,Round,VS-SI,HI,,72000,108000
DIARNDVVSEF+7.5-8,Diamond,Round,VVS,EF,0.5,72000,108000
DIARNDVVSEF+8-8.5,Diamond,Round,VVS,EF,0.5,72000,108000
DIARNDVVSEF+8.5-9,Diamond,Round,VVS,EF,0.5,72000,108000
DIARNDVVSEF+9-9.5,Diamond,Round,VVS,EF,0.5,72000,108000
DIARNDVVSEF+3.5-4,Diamond,Round,VVS,EF,0.5,72000,108000
DIARNDVVS-VSEF0.075 TO 0.080 (II),Diamond,Round,VVS-VS,EF,0.075 TO 0.080 (II),72000,108000
DIAMAQVVS - VSFG0.085 TO 0.125 (III),Diamond,Marquise,VVS-VS,FG,0.085 TO 0.125 (III),72000,108000
CLRDIAMIXVS  SIGH- 0.20+0.18,Diamond,,VSSI,GH,0.02,72000,108000
SLTRNDVVSEF0.40 TO 0.49(VIII),Solitaire_Diamond,Round,VVS,EF,0.40 TO 0.49(VIII),150000,225000
DIARNDLCMIXRNDVVSEFMIX,Diamond,Round,VVS,EF,,72000,108000
DIARNDMIXEF  0.30 TO 0.39(VII),Diamond,Round,,EF,  0.30 TO 0.39(VII),72000,108000
DIARNDMIXMIXMIX,Diamond,Round,,,,72000,108000
DIARNDVVSEF+2.5-3,Diamond,Round,VVS,EF,0.5,72000,108000
DIARNDVSEF0.135 TO 0.175,Diamond,Round,VS,EF,0.135 TO 0.175,72000,108000
DIAPRIPRIVSFGH  0.18 TO 0.22 (V),Diamond,Princess,VS,FGH,  0.18 TO 0.22 (V),72000,108000
DIAPRIVSFGH0.23 - 0.28 ,Diamond,Princess,VS,FGH,0.23 - 0.28 ,72000,108000
SLTRNDVVSEF1.00 TO 1.49,Solitaire_Diamond,Round,VVS,EF,1.00 TO 1.49,150000,225000
CHAMIXAMIXMIX,Diamond,,,,,72000,108000
WCKMIXMIXMIXMIX,Diamond,,,,,72000,108000
SLTRNDVVSEF  0.70 TO 0.99(X),Solitaire_Diamond,Round,VVS,EF,  0.70 TO 0.99(X),150000,225000
