stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat,
27377,SLTPRIVVS-VSGH0.40 TO 0.49 (VIII),Solitaire Diamond,Princess,VVS_VS,GH,0.40 TO 0.49 (VIII),0,0
27378,SLTRNDIFD0.40 TO 0.49,Solitaire Diamond,Round,IF,D, 0.40 TO 0.49,0,0
27379,SLTRNDIFE  0.50 TO 0.69(IX),Solitaire Diamond,Round,IF,E,  0.50 TO 0.69(IX),0,0
27380,SLTRNDIFE0.40 TO 0.49,Solitaire Diamond,Round,IF,E, 0.40 TO 0.49,0,0
27381,SLTRNDIFH0.40 TO 0.49,Solitaire Diamond,Round,IF,H, 0.40 TO 0.49,0,0
27382,SLTRNDVS1J1.00 TO 1.49 (XI),Solitaire Diamond,Round,VS1,J,1.00 TO 1.49 (XI),0,0
27383,SLTRNDVS2G0.30 TO 0.39,Solitaire Diamond,Round,VS2,G,0.30 TO 0.39,0,0
27384,SLTRNDVVS 1 E  0.40 TO 0.49(VIII),Solitaire Diamond,Round,VVS 1 ,E,  0.40 TO 0.49(VIII),0,0
27385,SLTRNDVVS 1 E0.30 TO 0.39,Solitaire Diamond,Round,VVS 1 ,E,0.30 TO 0.39,0,0
27386,SLTRNDVVS0.40 TO 0.49EF,Solitaire Diamond,Round,VVS,EF, 0.40 TO 0.49,0,0
27387,SLTRNDVVS1D  0.30 TO 0.39(VII),Solitaire Diamond,Round,VVS1,D,  0.30 TO 0.39(VII),0,0
27388,SLTRNDVVS1D0.30 TO 0.39(VII),Solitaire Diamond,Round,VVS 1 ,D,0.30 TO 0.39(VII),0,0
27389,SLTRNDVVS1D0.40 TO 0.49,Solitaire Diamond,Round,VVS1,D, 0.40 TO 0.49,0,0
27390,SLTRNDVVS1D0.50 TO 0.69(IX),Solitaire Diamond,Round,VVS1,D,0.50 TO 0.69(IX),0,0
27391,SLTRNDVVS1E  1.00 TO 1.49 (XI),Solitaire Diamond,Round,VVS1,E,  1.00 TO 1.49 (XI),0,0
27392,SLTRNDVVS1E0.30 TO 0.39,Solitaire Diamond,Round,VVS1,E,0.30 TO 0.39,0,0
27393,SLTRNDVVS1E0.30 TO 0.39 (VII),Solitaire Diamond,Round,VVS1,E,0.30 TO 0.39 (VII),0,0
27394,SLTRNDVVS1E0.30 TO 0.39(VII),Solitaire Diamond,Round,VVS1,E,0.30 TO 0.39(VII),0,0
27395,SLTRNDVVS1E0.40 TO 0.49 (VIII),Solitaire Diamond,Round,VVS1,E,0.40 TO 0.49 (VIII),0,0
27396,SLTRNDVVS1E0.40 TO 0.49(VIII),Solitaire Diamond,Round,VVS1,E,0.40 TO 0.49(VIII),0,0
27397,SLTRNDVVS1E0.50 TO 0.69 (IX),Solitaire Diamond,Round,VVS1,E,0.50 TO 0.69 (IX),0,0
27398,SLTRNDVVS1E0.50 TO 0.69(IX),Solitaire Diamond,Round,VVS1,E,0.50 TO 0.69(IX),0,0
27399,SLTRNDVVS1E0.70 TO 0.99,Solitaire Diamond,Round,VVS1,E,0.70 TO 0.99,0,0
27400,SLTRNDVVS1E1.49 TO 1.99 (XII),Solitaire Diamond,Round,VVS1,E,1.49 TO 1.99 (XII),0,0
27401,SLTRNDVVS1EF  0.50 TO 0.69(IX),Solitaire Diamond,Round,VVS1,EF,  0.50 TO 0.69(IX),0,0
27402,SLTRNDVVS1EF0.30 TO 0.39 (VII),Solitaire Diamond,Round,VVS1,EF,0.30 TO 0.39 (VII),0,0
27403,SLTRNDVVS1F  1.00 TO 1.49 (XI),Solitaire Diamond,Round,VVS1,F,  1.00 TO 1.49 (XI),0,0
27404,SLTRNDVVS1F0.40 TO 0.49 (VIII),Solitaire Diamond,Round,VVS1,F,0.40 TO 0.49 (VIII),0,0
27405,SLTRNDVVS1F0.40 TO 0.49(VIII),Solitaire Diamond,Round,VVS1,F,0.40 TO 0.49(VIII),0,0
27406,SLTRNDVVS1F0.50 TO 0.69,Solitaire Diamond,Round,VVS1,F,0.50 TO 0.69,0,0
27407,SLTRNDVVS2F  1.00 TO 1.49 (XI),Solitaire Diamond,Round,VVS2,F,  1.00 TO 1.49 (XI),0,0
27408,SLTRNDVVS2G0.30 TO 0.39,Solitaire Diamond,Round,VVS2,G,0.30 TO 0.39,0,0
27409,SLTRNDVVSEF  0.30 TO 0.39(VII),Solitaire Diamond,Round,VVS,EF,  0.30 TO 0.39(VII),0,0
27410,SLTRNDVVSEF  0.70 TO 0.99(X),Solitaire Diamond,Round,VVS,EF,  0.70 TO 0.99(X),0,0
27411,SLTRNDVVSEF0.30 TO 0.39,Solitaire Diamond,Round,VVS,EF,0.30 TO 0.39,0,0
27412,SLTRNDVVSEF0.30 TO 0.39 (VII),Solitaire Diamond,Round,VVS,EF,0.30 TO 0.39 (VII),0,0
27413,SLTRNDVVSEF0.40 TO 0.49(VIII),Solitaire Diamond,Round,VVS,EF,0.40 TO 0.49(VIII),0,0
27414,SLTRNDVVSEF0.50 TO 0.69(IX),Solitaire Diamond,Round,VVS,EF,0.50 TO 0.69(IX),0,0
27415,SLTRNDVVS-VSGH0.30 TO 0.39,Solitaire Diamond,Round,VVS_VS,GH,0.30 TO 0.39,0,0
27416,SLTRNDVVS-VSGH0.40 TO 0.49,Solitaire Diamond,Round,VVS_VS,GH,0.40 TO 0.49,0,0
27417,SLTPEAVS-SIGH0.30 TO 0.39,Solitaire Diamond,Pear,VS_SI,GH,0.30 TO 0.39,0,0
27418,SLTRNDVS1H  1.00 TO 1.49 (XI),Solitaire Diamond,Round,VS 1,H,1.00 TO 1.49 (XI),0,0
27419,SLTRNDVVS1D  1.00 TO 1.49 (XI),Solitaire Diamond,Round,VVS1,D,  1.00 TO 1.49 (XI),0,0
27420,SLTRNDVVS1E0.70 TO 0.99 (X),Solitaire Diamond,Round,VVS1,E,0.70 TO 0.99 (X),0,0
27421,SLTRNDVVS1H0.30 TO 0.39,Solitaire Diamond,Round,VVS1,H,0.30 TO 0.39,0,0
27422,SLTRNDVVS1IAbove 2 Cts,Solitaire Diamond,Round,VVS1,I,Above 2 Cts,0,0
27423,SLTRNDVVS2H  1.00 TO 1.49 (XI),Solitaire Diamond,Round,VVS 2,H,1.00 TO 1.49 (XI),0,0
27424,SLTRNDVVS2I1.49 TO 1.99 (XII),Solitaire Diamond,Round,VVS2,I,1.49 TO 2.99 (XII),0,0
27425,SLTRNDVVS2IAbove 2 Cts,Solitaire Diamond,Round,VVS2,I,Above 2 Cts,0,0
27426,DIASLTVVSEFMIX,Solitaire Diamond,Mix,VVS,EF,Mix,0,0
27427,SLTFMRVVSEF0.40 TO 0.49,Forevermark Solitaire,Mix,VVS,EF,0.40 TO 0.49,0,0
27428,SLTRNDVVS1E1.00 TO 1.09,Solitaire Diamond,Round,VVS1,E,1.00 TO 1.09,0,0
27429,SLTRNDVVSEF1.00 TO 1.49,Solitaire Diamond,Round,VVS,EF,1.00 TO 1.49,0,0
27430,DALMIXMIXMIX,Dial,Mix,Mix,Mix,Mix,10,11
27431,DORMIXMIXMIX,Dori,Mix,Mix,Mix,Mix,10,11
27432,DORIMIXAMIXMIX,Dori,Mix,A,Mix,Mix,10,11
27433,DORIMIXMIXMIXMIX,Dori,Mix,Mix,Mix,Mix,10,11
27434,CUSTMIXMIXMIXMIX,Customer Stone,Mix,Mix,Mix,Mix,10,11
27435,CSTMIXMIXMIXMIX,Colour Stone,Mix,Mix,Mix,Mix,10,11
27436,DORMIXMIXMIXMIX,Black Dori,Mix,Mix,Mix,Mix,10,11
27437,BEAMIXMIXBLACKMIX,Beeds,Mix,Mix,BLACK,Mix,50,55
27438,BLBMIXMIXBLACKMIX,Black Beeds,Mix,Mix,BLACK,Mix,50,55
27439,BLBMIXMIXMIXMIX,Artificial Nail,Mix,Mix,Mix,Mix,50,55
27440,BLCBDSRNDABLACKMIX,Black Beeds,Round,Mix,BLACK,Mix,50,55
27441,KLPMIXMIXMIXMIX,Kalipoth,Mix,Mix,Mix,Mix,50,55
27442,EMEBDSMIXAGREENMIX,Emerald Beeds,Mix,Mix,GREEN,Mix,800,880
27443,LACMIXMIXMIX,Lakh,Mix,Mix,Mix,Mix,100,110
27444,PATMIXMIXMIXMIX,Lakh,Mix,Mix,Mix,Mix,100,110
27445,PRLMIXMIXMIXMIX,Pearl,Mix,Mix,Mix,Mix,450,495
27446,PARLMIXAMIXMIX,Pearl,Mix,Mix,Mix,Mix,250,275
27447,PRLMIXA0MIX,Pearl,Mix,Mix,Mix,Mix,250,275
27448,PRLMIXMIXWHITEMIX,Pearl,Mix,Mix,WHITE,Mix,250,275
27449,OTHMIXMIXOTHMIX,Ruby,Mix,Mix,Mix,Mix,250,275
27450,PRLMIXAMIXMIX,Pearl,Mix,Mix,Mix,Mix,350,385
27451,PRLMIXMIXCREAMMIX,Pearl,Mix,Mix,CREAM,Mix,350,385
27452,BEAMIXMIXMIXMIX,Beeds,Mix,Mix,Mix,Mix,400,440
27453,BDSRNDAMIXMIX,Beeds,Round,Mix,Mix,Mix,250,275
27454,PRLMIXMIXMIXMX,Pearl,Mix,Mix,Mix,Mix,250,275
27455,PRLMIXMIXGOLDENMIX,Pearl,Mix,Mix,GOLDEN,Mix,250,275
27456,TOBMIXMIXBLUEMIX,Tourmaline Beeds,Mix,Mix,BLUE,Mix,300,330
27457,PRLMIXVSFGMIX,Pearl,Mix,VS,FG,Mix,350,385
27458,SSPMIXMIXCREAMMIX,South Sea Pearl,Mix,Mix,CREAM,Mix,350,385
27459,PRLMIXBMIXMIX,Pearl,Mix,Mix,Mix,Mix,350,385
27460,CRBMIXMIXMIXMIX,Coral Beeds,Mix,Mix,Mix,Mix,350,385
27461,PRLMIXMIXLIGHT GOLDENMIX,Pearl,Mix,Mix,Golden,Mix,350,385
27462,SSPMIXAMIXMIX,South Sea Pearl,Mix,Mix,Mix,Mix,350,385
27463,SSPMIXMIXGOLDENMIX,South Sea Pearl,Mix,Mix,Golden,Mix,350,385
27464,SSPMIXMIXMIXMIX,South Sea Pearl,Mix,Mix,Mix,Mix,350,385
27465,SSPMIXMIXMIXMX,South Sea Pearl,Mix,Mix,Mix,Mix,350,385
27466,SSPMIXMIXSSPMIX,South Sea Pearl,Mix,Mix,Mix,Mix,350,385
27467,SSPMIXMIXWHITEMIX,South Sea Pearl,Mix,Mix,WHITE,Mix,350,385
27468,SSPMIXMIXPINKMIX,South Sea Pearl,Mix,Mix,PINK,Mix,350,385
27469,SSPMIXVVSEFMIX,South Sea Pearl,Mix,VVS,EF,Mix,350,385
27470,SAPMIXMIXMIXMIX,Sapphire,Mix,VS,Mix,Mix,1200,1320
27471,BPLMIXMIXMIXMIX,Pearl,Mix,Mix,Mix,Mix,350,385
27472,RBBMIXMIXREDMIX,Ruby Beeds,Mix,Mix,RED,Mix,650,715
27473,DRPMIXAMIXMIX,Drop,Mix,Mix,Mix,Mix,400,440
27474,YSHPBDSMIXMIXYELLOWMIX,Yellow Sapphire,Mix,Mix,YELLOW,Mix,650,715
27475,BEAMIXMIXGREENMIX,Beeds,Mix,Mix,GREEN,Mix,400,440
27476,BLUSHPBDSMIXMIXBLUEMIX,Blue Sapphire,Mix,Mix,BLUE,Mix,650,715
27477,CZSMIXMIXMIXMIX,Cubic Zirconia,Mix,Mix,Mix,Mix,650,715
27478,CZSRNDMIXMIXMIX,Cubic Zirconia,Round,Mix,Mix,Mix,650,715
27479,EMBMIXMIXMIXMIX,Emerald,Mix,Mix,Mix,Mix,800,880
27480,RBBMIXMIXMIXMIX,Ruby Beeds,Mix,Mix,Mix,Mix,650,715
27481,DALMIXMIXMIXMIX,Watch Dail,Mix,Mix,Mix,Mix,680,748
27482,BDSBEAAPINKMIX,Beeds,Mix,Mix,PINK,Mix,700,770
27483,BEAMIXMIXREDMIX,Beeds,Mix,Mix,RED,Mix,350,385
27484,SCTMIXAMIXMIX,Diamond,Mix,Mix,Mix,Mix,10000,11000
27485,OTHMIXMIXCREAMMIX,Ruby,Mix,Mix,Mix,Mix,800,880
27486,ANLMIXMIXMIXMIX,Artificial Nail,Mix,Mix,Mix,Mix,250,275
27487,OTHMIXMIXYELLOWMIX,Ruby,Mix,Mix,Mix,Mix,800,880
27488,RBDMIXMIXREDMIX,Ruby Beeds,Mix,VS,Mix,Mix,800,880
27489,TOBMIXMIXMIXMIX,Tourmaline Beeds,Mix,Mix,Mix,Mix,800,880
27490,ONXMIXMIXREDMIX,Onyx,Mix,Mix,RED,Mix,800,880
27491,RBPMIXMIXMIXMIX,Ruby Pota,Mix,Mix,Mix,Mix,1800,1980
27492,ONXMIXAREDMIX,Onyx,Mix,Mix,RED,Mix,1500,1650
27493,TANMIXMIXBLUEMIX,Tanzanite,Mix,Mix,BLUE,Mix,800,880
27494,ONXMIXMIXGREENMIX,Onyx,Mix,Mix,GREEN,Mix,1500,1650
27495,OTHER STONEMIXMIXMIXMIX,Ruby,Mix,Mix,Mix,Mix,850,935
27496,ONXMIXMIXMIXMIX,Onyx,Mix,Mix,Mix,Mix,1500,1650
27497,OTHMIXMIXMIXMIX,Ruby,Mix,Mix,Mix,Mix,1500,1650
27498,CRBMIXMIXORANGEMIX,Coral Beeds,Mix,Mix,ORANGE,Mix,1200,1320
27499,ONEXMIXAGREENMIX,Onyx,Mix,Mix,GREEN,Mix,850,935
27500,ARTIFICIAL NAILMIXAMIXMIX,Artificial Nail,Mix,Mix,Mix,Mix,1000,1100
27501,ARTMIXMIXMIXMIX,Artificial Nail,Mix,Mix,Mix,Mix,1000,1100
27502,BSRPRLRNDAWHITEMIX,Basara Pearl,Round,Mix,WHITE,Mix,1000,1100
27503,ONXMIXMIXMIXMX,Misc,Mix,Mix,Mix,Mix,1500,1650
27504,EMEMIXMIXGREENMIX,Emerald,Mix,Mix,GREEN,Mix,1500,1650
27505,CORBDSMIXMIXORANGEMIX,Coral,Mix,Mix,ORANGE,Mix,2000,2200
27506,CUSTMIXAMIXMIX,Customer Stone,Mix,A,Mix,Mix,1000,1100
27507,OTHMIXMIXMIXMX,Ruby,Mix,VS,Mix,Mix,1500,1650
27508,DRPMIXMIXMIXMIX,Drop,Mix,Mix,Mix,Mix,600,660
27509,OTHMIXMIXWHITEMIX,Ruby,Mix,Mix,Mix,Mix,1200,1320
27510,RUBMIXMIXMIXMIX,Ruby,Mix,Mix,Mix,Mix,1200,1320
27511,RUBMIXAREDMIX,Ruby,Mix,Mix,RED,Mix,1800,1980
27512,ONEXMIXMIXREDMIX,Onyx,Mix,Mix,RED,Mix,1500,1650
27513,OTHMIXMIXMIXRED,Ruby,Mix,Mix,Mix,Mix,250,275
27514,BSRPRLMIXMIXMIXMIX,Basara Pearl,Mix,Mix,Mix,Mix,1500,1650
27515,RUBPOTMIXAREDMIX,Ruby Pota,Mix,Mix,RED,Mix,1500,1650
27516,OTHMIXMIXRED,Ruby,Mix,Mix,Mix,Mix,1500,1650
27517,EMEMIXMIXREDMIX,Emerald,Mix,Mix,RED,Mix,1500,1650
27518,EMEMIXVSMIXMIX,Emerald,Mix,VS,Mix,Mix,1500,1650
27519,EMEPOTMIXAGREENMIX,Emerald Pota,Mix,Mix,GREEN,Mix,1500,1650
27520,EMESPLMIXAGREENMIX,Emerald,Mix,Mix,GREEN,Mix,1500,1650
27521,EMPMIXMIXREDMIX,Emerald,Mix,Mix,RED,Mix,1500,1650
27522,ONXMIXAMIXMIX,Onyx,Mix,Mix,Mix,Mix,1500,1650
27523,ONXMIXVVS-VSGH0.000 TO 0.056 (I),Onyx,Mix,VVS_VS,GH,0.000 TO 0.056,1500,1650
27524,ONYXMIXMIXMIXMIX,Onyx,Mix,Mix,Mix,Mix,1500,1650
27525,OTHMIXMIXBLACKMIX,Ruby,Mix,Mix,Mix,Mix,1500,1650
27526,OTHMIXMIXGREENMIX,Ruby,Mix,Mix,Mix,Mix,1500,1650
27527,OTHMIXVSFGHMIX,Ruby,Mix,Mix,Mix,Mix,1500,1650
27528,OTSMIXAMIXMIX,Misc,Mix,Mix,Mix,Mix,1500,1650
27529,OTSMIXAREDMIX,Misc,Mix,Mix,RED,Mix,1500,1650
27530,RUBMIXMIXGREENMIX,Ruby,Mix,Mix,GREEN,Mix,1500,1650
27531,SAPMIXVVSEFMIX,Sapphire,Mix,VVS,EF,Mix,1500,1650
27532,SEMIMIXAMIXMIX,Misc,Mix,Mix,Mix,Mix,1500,1650
27533,RUBDRPMIXAREDMIX,Ruby Drop,Mix,Mix,RED,Mix,1500,1650
27534,BLUSHPMIXMIXBLUEMIX,Blue Sapphire,Mix,Mix,BLUE,Mix,1500,1650
27535,TANMIXMIXMIXMIX,Tanzanite,Mix,Mix,Mix,Mix,1500,1650
27536,CLRMIXMIXMIXMIX,Coral,Mix,Mix,Mix,Mix,1500,1650
27537,OTHMIXMIXPINKMIX,Ruby,Mix,Mix,Mix,Mix,1500,1650
27538,ONXMIXVS-SIIJMIX,Onyx,Mix,VS_SI,IJ,Mix,1500,1650
27539,OTHMIXMIXREDMIX,Ruby,Mix,Mix,RED,Mix,1500,1650
27540,RUBYMIXMIXPINKMIX,Ruby,Mix,Mix,PINK,Mix,1800,1980
27541,RUBYMIXMIXREDMIX,Ruby,Mix,Mix,RED,Mix,1800,1980
27542,EMPMIXMIXMIXMIX,Emerald Pota,Mix,Mix,Mix,Mix,1800,1980
27543,CRLMIXMIXORANGEMIX,Coral,Mix,Mix,ORANGE,Mix,2500,2750
27544,EMBMIXMIXGREENMIX,Emerald Beeds,Mix,Mix,GREEN,Mix,3500,3850
27545,RUBBDSMIXAREDMIX,Ruby Beeds,Mix,Mix,RED,Mix,2000,2200
27546,TANMIXVSGHMIX,Tanzanite,Mix,VS,GH,Mix,2000,2200
27547,CORMIXAORANGEMIX,Coral,Mix,Mix,ORANGE,Mix,2500,2750
27548,CRLMIXMIXMIXMIX,Coral,Mix,Mix,Mix,Mix,350,385
27549,CSDMIXMIXEFMIX,Diamond,Mix,Mix,EF,Mix,2500,2750
27550,DIACUSTMIXMIXMIXEFMIX,Customer Stone,Mix,Mix,EF,Mix,2500,2750
27551,NAVMIXMIXMIXMIX,Navaratan,Mix,Mix,Mix,Mix,1500,1650
27552,NAVTMIXAMIXMIX,Navaratan,Mix,Mix,Mix,Mix,2500,2750
27553,SAPMIXVVS-VSGH0.000 TO 0.056 (I),Sapphire,Mix,VVS_VS,GH,0.000 TO 0.056,2500,2750
27554,TOUMIXMIXMIXMIX,Tourmaline,Mix,Mix,Mix,Mix,2500,2750
27555,CSDMIXVVSEF0.000 TO 0.056,Diamond,Mix,VVS,EF,0.000 TO 0.056,2500,2750
27556,CORMIXMIXORANGEMIX,Coral,Mix,Mix,ORANGE,Mix,850,935
27557,EMEMIXAGREENMIX,Emerald,Mix,Mix,GREEN,Mix,3500,3850
27558,EMDMIXMIXGREENMIX,Emerald,Mix,Mix,GREEN,Mix,2500,2750
27559,CLSMIXMIXMIXMIX,Colour Stone,Mix,Mix,Mix,Mix,3000,3300
27560,EMPMIXMIXGREENMIX,Emerald,Mix,Mix,GREEN,Mix,3000,3300
27561,OTHMIXMIXBLUEMIX,Ruby,Mix,Mix,Mix,Mix,3000,3300
27562,TOUMIXMIXBLUEMIX,Tourmaline,Mix,Mix,BLUE,Mix,3400,3740
27563,EMBCPIMIXMIXGREENMIX,Emerald Beeds,Mix,VS,Mix,Mix,3000,3300
27564,RBPMIXMIXREDMIX,Ruby Pota,Mix,Mix,RED,Mix,1500,1650
27565,RUBMIXMIXREDMIX,Ruby,Mix,Mix,RED,Mix,3200,3520
27566,EMDMIXMIXMIXMIX,Emerald,Mix,VS,Mix,Mix,3500,3850
27567,RUBMIXMIXREGMIX,Ruby,Mix,Mix,Mix,Mix,3500,3850
27568,BKDMIXMIXMIXMIX,Black Diamond Stone,Mix,Mix,Mix,Mix,3800,4180
27569,BKDMIXMIXBLACKMIX,Black Diamond Stone,Mix,Mix,BLACK,Mix,3800,4180
27570,BLKDIARNDABLACKMIX,Black Diamond Stone,Round,Mix,BLACK,Mix,3800,4180
27571,CTEMIXMIXMIXMIX,Cats Eye,Mix,Mix,Mix,Mix,650,715
27572,BRBMIXMIXMIXMIX,Burma Ruby,Mix,Mix,Mix,Mix,3500,3850
27573,BRBMIXMIXREDMIX,Burma Ruby,Mix,Mix,RED,Mix,4000,4400
27574,CHAMIXMIXMIXMIX,Chakri,Mix,Mix,Mix,Mix,5500,6050
27575,BLUSHPMIXABLUEMIX,Blue Sapphire,Mix,Mix,BLUE,Mix,5000,5500
27576,RUBMIXAREREDMIX,Ruby,Mix,Mix,RED,Mix,5000,5500
27577,SAPMIXMIXWHITEMIX,Sapphire,Mix,Mix,WHITE,Mix,5000,5500
27578,WSHPMIXAWHITEMIX,White Sapphire,Mix,Mix,WHITE,Mix,5000,5500
27579,CHAMIXMIXEFMIX,Chakri,Mix,Mix,Mix,Mix,8000,8800
27580,WCKMIXMIXEFMIX,Chakri,Mix,Mix,EF,Mix,8000,8800
27581,TOPMIXMIXBLUEMIX,Topaz,Mix,Mix,BLUE,Mix,5000,5500
27582,ENEMIXMIXGREENMIX,Enamel,Mix,VS,Mix,Mix,5000,5500
27583,CHAMIXAEFMIX,Chakri,Mix,Mix,Mix,Mix,5500,6050
27584,CHAMIXAMIXMIX,Chakri,Mix,Mix,Mix,Mix,5500,6050
27585,EPLMIXAEFMIX,Diamond,Mix,Mix,EF,Mix,6500,7150
27586,BSBMIXMIXBLUEMIX,Sapphire Beeds,Mix,Mix,BLUE,Mix,6000,6600
27587,EPLMIXMIXEFMIX,Diamond,Mix,Mix,EF,Mix,6500,7150
27588,ENGPLKMIXAMIXMIX,Polki,Mix,Mix,Mix,Mix,6500,7150
27589,EPLMIXMIXMIXMIX,Diamond,Mix,Mix,Mix,Mix,6500,7150
27590,CKRMIXAMIXMIX,Chakri,Mix,Mix,Mix,Mix,5500,6050
27591,EMEMIXMIXMIXMIX,Emerald,Mix,Mix,Mix,Mix,8000,8800
27592,WCKMIXAEFMIX,Chakri,Mix,Mix,EF,Mix,8000,8800
27593,WCKMIXMIXMIXMIX,Chakri,Mix,Mix,Mix,Mix,8000,8800
27594,SCTMIXMIXEFMIX,Diamond,Mix,Mix,EF,Mix,10000,11000
27595,WPLMIXMIXEFMIX,Polki,Mix,Mix,EF,Mix,8000,8800
27596,WCKRMIXAMIXMIX,Chakri,Mix,Mix,Mix,Mix,8500,9350
27597,WPKMIXAMIXMIX,Polki,Mix,Mix,Mix,Mix,8500,9350
27598,WPLMIXAMIXMIX,Polki,Mix,Mix,Mix,Mix,8500,9350
27599,WPLMIXMIXMIXMIX,Polki,Mix,Mix,Mix,Mix,8500,9350
27600,SAPMIXMIXBLUEMIX,Sapphire,Mix,VS,Mix,Mix,9500,10450
27601,SAPMIXMIXPINKMIX,Sapphire,Mix,VS,Mix,Mix,2000,2200
27602,SAPMIXMIXYELLOWMIX,Sapphire,Mix,Mix,YELLOW,Mix,7000,7700
27603,SCTMIXAEFMIX,Diamond,Mix,Mix,EF,Mix,10000,11000
27604,RUBMIXMIXRED0.000 TO 0.056 (I),Ruby,Mix,Mix,RED,0.000 TO 0.056 (I),10000,11000
27605,SCTMIXMIXMIXMIX,Diamond,Mix,Mix,Mix,Mix,10000,11000
27606,POLMIXMIXEFMIX,Polki,Mix,Mix,EF,Mix,25000,27500
27607,POLMIXMIXEF- ABOVE 1,Polki,Mix,Mix,Mix,Mix,32000,35200
27608,EMSMIXMIXGREENMIX,Emerald,Mix,Mix,GREEN,Mix,10000,11000
27609,POLMIXAEF-0.18,Polki,Mix,Mix,Mix,Mix,20000,22000
27610,POLMIXAMIXMIX,Polki,Mix,Mix,Mix,Mix,16000,17600
27611,POLMIXMIXMIX-0.18,Polki,Mix,Mix,Mix,Mix,20000,22000
27612,POLKIMIXAMIXMIX,Polki,Mix,Mix,Mix,Mix,18000,19800
27613,POLMIXMIXMIX- ABOVE 2,Polki,Mix,Mix,Mix,ABOVE 2,18000,19800
27614,POLMIXMIXEF-0.18,Polki,Mix,Mix,Mix,Mix,20000,22000
27615,POLMIXMIXMIXPOLKI - 0.18,Polki,Mix,Mix,Mix,Mix,20000,22000
27616,EMEMIXMIXFGHMIX,Emerald,Mix,Mix,FGH,Mix,20000,22000
27617,POLMIXAEF- 0.20+0.18,Polki,Mix,Mix,Mix,Mix,20000,22000
27618,POLMIXMIXEF-0.20+0.18,Polki,Mix,Mix,Mix,Mix,22000,24200
27619,POLMIXMIXEF- 0.20+0.18,Polki,Mix,Mix,Mix,Mix,22000,24200
27620,LBDMIXMIXEFMIX,Diamond,Mix,Mix,EF,Mix,25000,27500
27621,POLMIXMIXMIX - 0.20+0.18,Polki,Mix,Mix,Mix,Mix,22000,24200
27622,POLMIXAMIX- 0.30+0.28,Polki,Mix,Mix,Mix,0.30+0.28,22000,24200
27623,LBDMIXAEFMIX,Diamond,Mix,Mix,EF,Mix,25000,27500
27624,POLMIXAMIX- ABOVE 2,Polki,Mix,Mix,Mix,ABOVE 2,23000,25300
27625,POLMIXMIXMIXMIX,Polki,Mix,Mix,Mix,Mix,18000,19800
27626,POLMIXMIXEF- 0.24+0.22,Polki,Mix,Mix,Mix,Mix,22000,24200
27627,POLMIXAEF- ABOVE 2,Polki,Mix,Mix,Mix,Mix,24000,26400
27628,POLMIXAEF- 0.24+0.22,Polki,Mix,Mix,Mix,Mix,24000,26400
27629,POLMIXMIXMIX - 0.24+0.22,Polki,Mix,Mix,Mix,Mix,24000,26400
27630,POLMIXMIXEF-0.24+0.22,Polki,Mix,Mix,Mix,Mix,24000,26400
27631,POLMIXMIXMIX- 0.20+0.18,Polki,Mix,Mix,Mix,0.20+0.18,24000,26400
27632,POLMIXMIXMIX- 0.24+0.22,Polki,Mix,Mix,Mix,0.24+0.22,24000,26400
27633,LBDRNDVVSEFMIX,Diamond,Round,VVS,EF,Mix,25000,27500
27634,LBDMIXVVS - VSEFMIX,Diamond,Mix,VVS_VS,EF,Mix,25000,27500
27635,LBDMIXMIXMIXMIX,Diamond,Mix,Mix,Mix,Mix,25000,27500
27636,LBDMIXVSEFBELOW01CT,Diamond,Mix,VS,EF,BELOW01CT,25000,27500
27637,LBDMIXVVSMIXEF,Diamond,Mix,VVS,EF,Mix,30000,33000
27638,POLMIXAEF- 0.26+0.24,Polki,Mix,Mix,Mix,Mix,26000,28600
27639,POLMIXMIXMIX - 0.26+0.24,Polki,Mix,Mix,Mix,Mix,26000,28600
27640,POLMIXAMIX- 0.26+0.24,Polki,Mix,Mix,Mix,Mix,26000,28600
27641,POLMIXMIXEF- 0.26+0.24,Polki,Mix,Mix,Mix,Mix,26000,28600
27642,POLMIXAMIX0.26 TO 0.24,Polki,Mix,Mix,Mix,6 TO 0.24,26000,28600
27643,POLMIXMIXMIX- 0.26+0.24,Polki,Mix,Mix,Mix,0.26+0.24,26000,28600
27644,MUTMUTAMIXMIX,Diamond,Mutual Cut,Mix,Mix,Mix,45000,49500
27645,POLMIXMIXMIX- 0.30+0.28,Polki,Mix,Mix,Mix,0.30+0.28,27000,29700
27646,POLMIXAEF- 0.30+0.28,Polki,Mix,Mix,Mix,Mix,30000,33000
27647,POLMIXMIXEF-0.28+0.26,Polki,Mix,Mix,Mix,Mix,28000,30800
27648,POLMIXAEF- 0.28+0.26,Polki,Mix,Mix,Mix,Mix,28000,30800
27649,POLMIXMIXMIX - 0.28+0.26,Polki,Mix,Mix,Mix,Mix,28000,30800
27650,POLMIXMIXMIX- 0.28+0.26,Polki,Mix,Mix,Mix,0.28+0.26,28000,30800
27651,POLMIXAEFMIX,Polki,Mix,Mix,EF,Mix,30000,33000
27652,POLMIXMIXEF- 0.30+0.28,Polki,Mix,Mix,Mix,Mix,30000,33000
