stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat,
32141,DIAPEAVS_SIFGH0.085 TO 0.125 (III),Diamond,Pear,VS_SI,FGH,0.085 TO 0.125 (III),68000,74800
32142,DIAPEAVS_SIFGH0.085 TO 0.134 (III),Diamond,Pear,VS_SI,FGH,0.085 TO 0.134 (III),68000,74800
32143,DIAPEAVS_SIFGH0.13 TO 0.175 (IV),Diamond,Pear,VS_SI,FGH,0.13 TO 0.175 (IV),68000,74800
32144,DIAPEAVS_SIIJ0.085 TO 0.0134 (III),Diamond,Pear,VS_SI,IJ,0.085 TO 0.0134 (III),68000,74800
32145,DIAPEAVS_SIIJ0.085 TO 0.125(III),Diamond,Pear,VS_SI,IJ,0.085 TO 0.125(III),68000,74800
32146,DIAPEAVS_SIIJ0.23 TO 0.29,Diamond,Pear,VS_SI,IJ,0.23 TO 0.29,68000,74800
32147,DIAPEAVS_SIIJ0.23 TO 0.29 (VI),Diamond,Pear,VS_SI,IJ,0.23 TO 0.29 (VI),68000,74800
32148,DIAPEAVSFGH0.075 _ 0.084 (II),Diamond,Pear,VS,FGH,0.075 _ 0.084 (II),68000,74800
32149,DIAPEAVSFGH0.085 _ 0.125(III),Diamond,Pear,VS,FGH,0.085 _ 0.125(III),68000,74800
32150,DIAPEAVSGH0.075 _ 0.084 (II),Diamond,Pear,VS,GH,0.075 _ 0.084 (II),68000,74800
32151,DIAPEAVVS _ VSFG0.085 TO 0.125(III),Diamond,Pear,VVS _ VS,FG,0.085 TO 0.125(III),68000,74800
32152,DIAPEAVVS _ VSGH0.085 TO 0.125 (III),Diamond,Pear,VVS_VS,GH,0.085 TO 0.125 (III),68000,74800
32153,DIAPEAVVS _ VSGH0.085 TO 0.125(III),Diamond,Pear,VVS _ VS,GH,0.085 TO 0.125(III),68000,74800
32154,DIAPEAVVS_VSFG0.000 to 0.056 (I),Diamond,Pear,VVS_VS,FG,0.000 TO 0.056 (I),68000,74800
32155,DIAPEAVVS_VSFG0.075 TO 0.08,Diamond,Pear,VVS_VS,FG,0.075 TO 0.08,68000,74800
32156,DIAPEAVVS_VSFG0.075 TO 0.08 (II),Diamond,Pear,VVS_VS,FG,0.075 TO 0.08 (II),68000,74800
32157,DIAPEAVVS_VSFG0.085 TO 0.125,Diamond,Pear,VVS_VS,FG,0.085 TO 0.125,68000,74800
32158,DIAPEAVVS_VSFG0.085 TO 0.125(III),Diamond,Pear,VVS_VS,FG,0.085 TO 0.125(III),68000,74800
32159,DIAPEAVVS_VSFGH0.075 TO 0.08,Diamond,Pear,VVS_VS,FGH,0.075 TO 0.08,68000,74800
32160,DIAPEAVVS_VSFGH0.085 TO 0.125 (III),Diamond,Pear,VVS_VS,FGH,0.085 TO 0.125 (III),68000,74800
32161,DIAPEAVVS_VSFGH0.085 TO 0.125(III),Diamond,Pear,VVS_VS,FGH,0.085 TO 0.125(III),68000,74800
32162,DIAPEAVVS_VSGH  0.13 TO 0.175(IV),Diamond,Pear,VVS_VS,GH,  0.13 TO 0.175(IV),68000,74800
32163,DIAPEAVVS_VSIJ0.13 TO 0.179,Diamond,Pear,VVS_VS,IJ,0.13 TO 0.179,68000,74800
32164,DIAPRIVS _ SIFG0.13 TO 0.175,Diamond,Princess,VS _ SI,FG,0.13 TO 0.175,68000,74800
32165,DIAPRIVS_SIIJ0.135 TO 0.175(IV),Diamond,Princess,VS_SI,IJ,0.135 TO 0.175(IV),68000,74800
32166,DIAPRIVVS _ VSEF0.085 TO 0.125 (III),Diamond,Princess,VVS _ VS,EF,0.085 TO 0.125 (III),68000,74800
32167,DIAPRIVVS _ VSGH0.13 TO 0.179,Diamond,Princess,VVS_VS,GH,0.13 TO 0.179,68000,74800
32168,DIARNDVS_SIFGH0.085 TO 0.129,Diamond,Round,VS_SI,FGH,0.085 TO 0.129,68000,74800
32169,DIARNDVVS _ VSGH  0.085 TO 0.0125(III),Diamond,Round,VVS _ VS,GH,  0.085 TO 0.0125(III),68000,74800
32170,DIARNDVVS_VSFGH0.075 TO 0.08,Diamond,Round,VVS_VS,FGH,0.075 TO 0.08,68000,74800
32171,DIARNDVVS_VSFGH0.085 TO 0.125(III),Diamond,Round,VVS_VS,FGH,0.085 TO 0.125(III),68000,74800
32172,DIARNDVVS_VSGH0.075 TO 0.08,Diamond,Round,VVS_VS,GH,0.075 TO 0.08,68000,74800
32173,DIARNDVVS_VSGH0.075 TO 0.084,Diamond,Round,VVS_VS,GH,0.075 TO 0.084,68000,74800
32174,DIARNDVVS-VSIJ  0.085 TO 0.0125(III),Diamond,Round,VVS_VS,IJ,0.085 TO 0.0125(III),68000,74800
32175,DIAFANVS_SIFGH0.085 TO 0.125 (III),Diamond,Fancy,VS_SI,FGH,0.085 TO 0.125 (III),70000,77000
32176,DIAFANVSFGH0.075_0.084(II),Diamond,Fancy,VS,FGH,0.075_0.084(II),70000,77000
32177,DIAFNYVVS_VSFGH0.075 TO 0.08,Diamond,Fancy,VVS_VS,FGH,0.075 TO 0.08,70000,77000
32178,DIAFNYVVS_VSFGH0.085 to 0.125,Diamond,Fancy,VVS_VS,FGH,0.085 to 0.125,70000,77000
32179,DIAMAQVS_SIG0.000 to 0.056 (I),Diamond,Marquise,VS_SI,G,0.000 TO 0.056 (I),70000,77000
32180,DIAMRQVVS-VSIJ  0.18 TO 0.22 (V),Diamond,Marquise,VVS_VS,IJ,0.18 TO 0.22 (V),70000,77000
32181,DIAPEAVVS_VSFGH0.085 TO 0.129,Diamond,Pear,VVS_VS,FGH,0.085 TO 0.129,70000,77000
32182,DIAPEAVVS_VSIJ0.18 TO 0.22,Diamond,Pear,VVS_VS,IJ, 0.18 TO 0.22,70000,77000
32183,DIAPEAVVS_VSIJ0.18 TO 0.229,Diamond,Pear,VVS_VS,IJ,0.18 TO 0.229,70000,77000
32184,DIAPEAVVS-VSIJ  0.18 TO 0.22 (V),Diamond,Pear,VVS_VS,IJ,0.18 TO 0.22 (V),70000,77000
32185,DIAPRIVS _ SIEF0.085 TO 0.125 (III),Diamond,Princess,VS _ SI,EF,0.085 TO 0.125 (III),70000,77000
32186,DIARNDVVS_VSFGH0.085 TO 0.125,Diamond,Round,VVS_VS,FGH,0.085 TO 0.125,70000,77000
32187,DIAPEAVVS_VSHI0.000 TO 0.056,Diamond,Pear,VVS_VS,HI,0.000 TO 0.056,70400,77440
32188,DIAMRQVVS _ VSGH0.085 TO 0.125,Diamond,Marquise,VVS _ VS,GH,0.085 TO 0.125,71000,78100
32189,DIAPEAVVS _ VSGH0.085 TO 0.125,Diamond,Pear,VVS _ VS,GH,0.085 TO 0.125,71000,78100
32190,DIAMAQVVS_VSEF0.000 TO 0.056,Diamond,Marquise,VVS_VS,EF,0.000 TO 0.056,71500,78650
32191,DIAPEAVVS_VSEF0.000 TO 0.056,Diamond,Pear,VVS_VS,EF,0.000 TO 0.056,71500,78650
32192,DIARNDVVSGH0.085 TO 0.0125,Diamond,Round,VVS,GH,0.085 TO 0.0125,72000,79200
32193,DIARNDVVSGH0.085 TO 0.125,Diamond,Round,VVS,GH,0.085 TO 0.125,72000,79200
32194,DIAFANCVVS_VSFG0.075_0.084(II),Diamond,Fancy,VVS_VS,FG,0.075_0.084(II),72000,79200
32195,DIAFANVVS_VSFG0.085 TO 0.125 (III),Diamond,Fancy,VVS_VS,FG,0.085 TO 0.125 (III),72000,79200
32196,DIAFANVVS_VSIJ0.13 TO 0.175,Diamond,Fancy,VVS_VS,IJ,0.13 TO 0.175,72000,79200
32197,DIAMAQVVS _ VSFG0.085 TO 0.125 (III),Diamond,Marquise,VVS _ VS,FG,0.085 TO 0.125 (III),72000,79200
32198,DIAPEAVS_SIFGH0.13 TO 0.179,Diamond,Pear,VS_SI,FGH,0.13 TO 0.179,72000,79200
32199,DIAPRIVVS_VSFGH0.18 TO 0.229,Diamond,Princess,VVS_VS,FGH,0.18 TO 0.229,72000,79200
32200,DIARNDVVS_VSGH0.085 TO 0.125,Diamond,Round,VVS_VS,GH,0.085 TO 0.125,72000,79200
32201,DIARNDVVS_VSGH0.085 TO 0.125 (III),Diamond,Round,VVS_VS,GH,0.085 TO 0.125 (III),72000,79200
32202,DIAPEAVS_SIIJ0.135 TO 0.175 (IV),Diamond,Pear,VS_SI,IJ,0.135 TO 0.175 (IV),72500,79750
32203,DIARNDVVS _ VSGH0.135 TO 0.175(IV),Diamond,Round,VVS _ VS,GH,0.135 TO 0.175(IV),73000,80300
32204,DIABAGVVS _ VSGH0.085 TO 0.125 (III),Diamond,Baguette,VVS _ VS,GH,0.085 TO 0.125 (III),74000,81400
32205,DIABAGVVS_VSHI0.085 TO 0.125,Diamond,Baguette,VVS_VS,HI,0.085 TO 0.125,74000,81400
32206,DIAFANVS_SIFGH0.085 to 0.13,Diamond,Fancy,VS_SI,FGH,0.085 TO 0.13,74000,81400
32207,DIAFANVS_SIFGH0.085 TO 0.134 (III),Diamond,Fancy,VS_SI,FGH,0.085 TO 0.134 (III),74000,81400
32208,DIAFANVS_SIIJ0.23 TO 0.29 (VI),Diamond,Fancy,VS_SI,IJ,0.23 TO 0.29 (VI),74000,81400
32209,DIAFANVSFG0.075 TO 0.080 (LL),Diamond,Fancy,VS,FG,0.075 TO 0.080 (LL),74000,81400
32210,DIAFANVVS _ VSEF0.135 TO 0.175 (IV),Diamond,Fancy,VVS _ VS,EF,0.135 TO 0.175 (IV),74000,81400
32211,DIAFANVVS_VSFG0.135 to 0.175 (IV),Diamond,Fancy,VVS_VS,FG,0.135 TO 0.175 (IV),74000,81400
32212,DIAFNYVS _ SIFG0.085 TO 0.125 (LLL),Diamond,Fancy,VS _ SI,FG,0.085 TO 0.125 (LLL),74000,81400
32213,DIAMAQVS _ SIEF0.075 TO 0.08 (II),Diamond,Marquise,VS _ SI,EF,0.075 TO 0.08 (II),74000,81400
32214,DIAMAQVS _ SIFG0.075 TO 0.08 (II),Diamond,Marquise,VS _ SI,FG,0.075 TO 0.08 (II),74000,81400
32215,DIAMAQVS_SIFGH0.085 TO 0.125 (III),Diamond,Marquise,VS_SI,FGH,0.085 TO 0.125 (III),74000,81400
32216,DIAMAQVS_SIFGH0.085 TO 0.134 (III),Diamond,Marquise,VS_SI,FGH,0.085 TO 0.134 (III),74000,81400
32217,DIAMAQVS_SIIJ0.075 TO 0.08,Diamond,Marquise,VS_SI,IJ,0.075 TO 0.08,74000,81400
32218,DIAMAQVS_SIIJ0.085 TO 0.0134 (III),Diamond,Marquise,VS_SI,IJ,0.085 TO 0.0134 (III),74000,81400
32219,DIAMAQVS_SIIJ0.085 TO 0.125(III),Diamond,Marquise,VS_SI,IJ,0.085 TO 0.125(III),74000,81400
32220,DIAMAQVVS - VSEF0.18 TO 0.22 (V),Diamond,Marquise,VVS_VS,EF,0.18 TO 0.22 (V),74000,81400
32221,DIAMAQVVS _ VSEF0.18 TO 0.22 (V),Diamond,Marquise,VVS _ VS,EF,0.18 TO 0.22 (V),74000,81400
32222,DIAMAQVVS_VSFG0.075 TO 0.08 (II),Diamond,Marquise,VVS_VS,FG,0.075 TO 0.08 (II),74000,81400
32223,DIAMAQVVS_VSFG0.085 TO 0.125 (III),Diamond,Marquise,VVS_VS,FG,0.085 TO 0.125 (III),74000,81400
32224,DIAMAQVVS_VSFGH0.075 TO 0.08,Diamond,Marquise,VVS_VS,FGH,0.075 TO 0.08,74000,81400
32225,DIAMAQVVS-VSFGH0.075 TO 0.08,Diamond,Marquise,VVS_VS,FG,0.075 TO 0.08,74000,81400
32226,DIAMRQVSFG0.085 TO 0.125 (III),Diamond,Marquise,VS,FG,0.085 TO 0.125 (III),74000,81400
32227,DIAMRQVVS_VSGH0.075 TO 0.08 (II),Diamond,Marquise,VVS_VS,GH,0.075 TO 0.08 (II),74000,81400
32228,DIAPEAVS_SIFGH  0.13 TO 0.175(IV),Diamond,Pear,VS_SI,FGH,  0.13 TO 0.175(IV),74000,81400
32229,DIAPEAVS_SIFGH 0.18 TO 0.22,Diamond,Pear,VS_SI,FGH, 0.18 TO 0.22,74000,81400
32230,DIAPEAVS_SIFGH0.18 TO 0.22 (V),Diamond,Pear,VS_SI,FGH,0.18 TO 0.22 (V),74000,81400
32231,DIAPEAVS_SIG0.075 TO 0.08 (II),Diamond,Pear,VS_SI,G,0.075 TO 0.08 (II),74000,81400
32232,DIAPEAVVS _ VSEF0.18 TO 0.22 (V),Diamond,Pear,VVS _ VS,EF,0.18 TO 0.22 (V),74000,81400
32233,DIAPEAVVS _ VSGH  0.13 TO 0.175(IV),Diamond,Pear,VVS _ VS,GH,  0.13 TO 0.175(IV),74000,81400
32234,DIAPRIVS _ SIEF0.30 TO 0.39 (VII),Diamond,Princess,VS _ SI,EF,0.30 TO 0.39 (VII),74000,81400
32235,DIAPEAVVSGHI0.085 TO 0.125,Diamond,Pear,VVS,GHI,0.085 TO 0.125,75000,82500
32236,DIAEMEVS_SIFGH0.18 TO 0.229,Diamond,Emerald,VS_SI,FGH,0.18 TO 0.229,75000,82500
32237,DIAFANVS_SIFGH0.13 to 0.175,Diamond,Fancy,VS_SI,FGH,0.13 TO 0.175,76000,83600
32238,DIAFANVVS_VSFGH0.075 TO 0.08 (II),Diamond,Fancy,VVS_VS,FGH,0.075 TO 0.08 (II),76000,83600
32239,DIAFANVVS_VSFGH0.075_0.084(II),Diamond,Fancy,VVS_VS,FGH,0.075_0.084(II),76000,83600
32240,DIAFANVVS_VSFGH0.085 TO 0.129,Diamond,Fancy,VVS_VS,FGH,0.085 TO 0.129,76000,83600
32241,DIAFANVVS_VSFGH0.13 TO 0.179,Diamond,Fancy,VVS_VS,FGH,0.13 TO 0.179,76000,83600
32242,DIAFNYVVS_VSFGH0.085 TO 0.0134 (III),Diamond,Fancy,VVS_VS,FGH,0.085 TO 0.0134 (III),76000,83600
32243,DIAMAQVS_SIFGH0.13 TO 0.175,Diamond,Marquise,VS_SI,FGH,0.13 TO 0.175,76000,83600
32244,DIAMAQVS_SIFGH0.13 TO 0.179,Diamond,Marquise,VS_SI,FGH,0.13 TO 0.179,76000,83600
32245,DIAMAQVVS_VSFGH0.085 TO 0.125,Diamond,Marquise,VVS_VS,FGH,0.085 TO 0.125,76000,83600
32246,DIAMAQVVS_VSFGH0.085 TO 0.129,Diamond,Marquise,VVS_VS,FGH,0.085 TO 0.129,76000,83600
32247,DIAMRQVVS _ VSGH0.075 TO 0.08 (II),Diamond,Marquise,VVS_VS,GH,0.075 TO 0.08 (II),76000,83600
32248,DIAFANVS_SIIJ0.70 TO 0.99 (X),Diamond,Fancy,VS_SI,IJ,0.70 TO 0.99 (X),78000,85800
32249,DIAFANVSSIIJ0.70 TO 0.99 (X),Diamond,Fancy,VS,IJ,0.70 TO 0.99 (X),78000,85800
32250,DIAFANVVS  VSEF0.70 TO 0.99(X),Diamond,Fancy,VVS,EF,0.70 TO 0.99(X),78000,85800
32251,DIAFANVVS_VSFGH0.085 TO 0.125,Diamond,Fancy,VVS_VS,FGH,0.085 TO 0.125,78000,85800
32252,DIAFANVVS_VSFGH0.085 TO 0.125 (III),Diamond,Fancy,VVS_VS,FGH,0.085 TO 0.125 (III),78000,85800
32253,DIAMAQVS _ SIEF0.085 TO 0.125 (III),Diamond,Marquise,VS _ SI,EF,0.085 TO 0.125 (III),78000,85800
32254,DIAMAQVSEF03.01 _ 4 CT,Diamond,Marquise,VS,EF,03.01 _ 4 CT,78000,85800
32255,DIAMAQVVS _ VSEF0.075 TO 0.08 (II),Diamond,Marquise,VVS _ VS,EF,0.075 TO 0.08 (II),78000,85800
32256,DIAMAQVVS_VSEF0.085 TO 0.125,Diamond,Marquise,VVS_VS,EF,0.085 TO 0.125,78000,85800
32257,DIAMAQVVS_VSFG0.085 TO 0.125(III),Diamond,Marquise,VVS_VS,FG,0.085 TO 0.125(III),78000,85800
32258,DIAMAQVVS_VSGH0.075 TO 0.084,Diamond,Marquise,VVS_VS,GH,0.075 TO 0.084,78000,85800
32259,DIAMAQVVS_VSGH0.085 TO 0.125 (III),Diamond,Marquise,VVS_VS,GH,0.085 TO 0.125 (III),78000,85800
32260,DIAPEAMIXEF0.70 TO 0.99(X),Diamond,Pear,Mix,EF,0.70 TO 0.99(X),78000,85800
32261,DIAPEAVS _ SIIJ0.135 TO 0.175(IV),Diamond,Pear,VS _ SI,IJ,0.135 TO 0.175(IV),78000,85800
32262,DIAPEAVS_SIG0.085 TO 0.125 (III),Diamond,Pear,VS_SI,G,0.085 TO 0.125 (III),78000,85800
32263,DIAPEAVS_SIIJ0.135 TO 0.175(IV),Diamond,Pear,VS_SI,IJ,0.135 TO 0.175(IV),78000,85800
32264,DIAPEAVSFGH0.135 TO 0.175 (IV),Diamond,Pear,VS,FGH,0.135 TO 0.175 (IV),78000,85800
32265,DIAPEAVVS  VSEF0.70 TO 0.99(X),Diamond,Pear,VVS,EF,0.70 TO 0.99(X),78000,85800
32266,DIAPEAVVS _ VSEF0.13 TO 0.175(IV),Diamond,Pear,VVS _ VS,EF,0.13 TO 0.175(IV),78000,85800
32267,DIAPEAVVS _ VSFG0.13 TO 0.175(IV),Diamond,Pear,VVS _ VS,FG,0.13 TO 0.175(IV),78000,85800
32268,DIAPEAVVS _ VSGH  0.18 TO 0.22 (V),Diamond,Pear,VVS _ VS,GH,  0.18 TO 0.22 (V),78000,85800
32269,DIAPEAVVS _ VSGHI0.085 TO 0.125 (III),Diamond,Pear,VVS _ VS,GHI,0.085 TO 0.125 (III),78000,85800
32270,DIAPEAVVS_VSFG0.13 TO 0.175,Diamond,Pear,VVS_VS,FG,0.13 TO 0.175,78000,85800
32271,DIAPEAVVS_VSFG0.13 TO 0.175(IV),Diamond,Pear,VVS_VS,FG,0.13 TO 0.175(IV),78000,85800
32272,DIAPEAVVSEF07.01 _ 8 CT,Diamond,Pear,VVS,EF,07.01 _ 8 CT,78000,85800
32273,DIAPRIVSSIGH  0.70 TO 0.99 (X),Diamond,Princess,VS,GH,0.70 TO 0.99 (X),78000,85800
32274,DIAPRIVVS  VSEF0.70 TO 0.99 (X),Diamond,Princess,VVS,EF,0.70 TO 0.99 (X),78000,85800
32275,DIAPRIVVS _ VSEF0.70 TO 0.99 (X),Diamond,Princess,VVS _ VS,EF,0.70 TO 0.99 (X),78000,85800
32276,DIARNDVS_SIHI0.001 TO 0.056,Diamond,Round,VS_SI,HI,0.001 TO 0.056,78000,85800
32277,DIARNDVVSEF0.70 TO 0.99(X),Diamond,Round,VVS,EF,0.70 TO 0.99(X),78000,85800
32278,DIARNDVVSEF03.01 _ 4 CT,Diamond,Round,VVS,EF,03.01 _ 4 CT,78000,85800
32279,DIAMAQVVS_VSGH0.13 TO 0.175,Diamond,Marquise,VVS_VS,GH,0.13 TO 0.175,80000,88000
32280,DIAMRQVVS _ VSGH0.13 TO 0.175,Diamond,Marquise,VVS _ VS,GH,0.13 TO 0.175,80000,88000
32281,DIAPEAVS_SIFGH0.13 TO 0.175,Diamond,Pear,VS_SI,FGH,0.13 TO 0.175,80000,88000
32282,DIAPEAVS_SIIJ0.30 TO 0.39 (VII),Diamond,Pear,VS_SI,IJ,0.30 TO 0.39 (VII),80000,88000
32283,DIAPEAVSHI 0.18 TO 0.22,Diamond,Pear,VS,HI, 0.18 TO 0.22,80000,88000
32284,DIAPEAVVS_VSHI0.13 TO 0.175,Diamond,Pear,VVS_VS,HI,0.13 TO 0.175,80000,88000
32285,DIAPEAVVSEF0.075 _ 0.084 (II),Diamond,Pear,VVS,EF,0.075 _ 0.084 (II),80000,88000
32286,FMR0.085 TO 0.125VVSEF0.000 TO 0.056,Forevermark Diamond,Round,VVS,EF,0.000 TO 0.056,80000,88000
32287,FMRRNDVVSEF0.085 TO 0.0125,Diamond,Round,VVS,EF,0.085 TO 0.0125,80000,88000
32288,DIAEMEVS_SIFGH0.23 TO 0.29,Diamond,Emerald,VS_SI,FGH,0.23 TO 0.29,82000,90200
32289,DIAFANVVS_VSFGH0.13 TO 0.175,Diamond,Fancy,VVS_VS,FGH,0.13 TO 0.175,82000,90200
32290,DIAFANVVS_VSIJ0.23 TO 0.29,Diamond,Fancy,VVS_VS,IJ,0.23 TO 0.29,82000,90200
32291,DIAPEAVS _ SIEF0.13 TO 0.175(IV),Diamond,Pear,VS _ SI,EF,0.13 TO 0.175(IV),82000,90200
32292,DIAPEAVS_SIFGH  0.18 TO 0.22 (V),Diamond,Pear,VS_SI,FGH,  0.18 TO 0.22 (V),82000,90200
32293,DIAPEAVVS _ VSGH0.13 TO 0.175 (IV),Diamond,Pear,VVS_VS,GH,0.13 TO 0.175 (IV),82000,90200
32294,DIAPEAVVS_VSFGH0.13 TO 0.175,Diamond,Pear,VVS_VS,FGH,0.13 TO 0.175,82000,90200
32295,DIAPEAVVS_VSFGH0.13 TO 0.175(IV),Diamond,Pear,VVS_VS,FGH,0.13 TO 0.175(IV),82000,90200
32296,DIAPEAVVS_VSFGH0.13 TO 0.179,Diamond,Pear,VVS_VS,FGH,0.13 TO 0.179,82000,90200
32297,DIAPRIVS_SIHI  0.30 TO 0.39 (VII),Diamond,Princess,VS_SI,HI,  0.30 TO 0.39 (VII),82000,90200
32298,DIARNDVVS_VSGH0.13 TO 0.175,Diamond,Round,VVS_VS,GH,0.13 TO 0.175,82000,90200
32299,DIAPEAVS_SIIJ0.18 TO 0.22 (V),Diamond,Pear,VS_SI,IJ,0.18 TO 0.22 (V),82500,90750
32300,DIAFANVS_SIFGH 0.18 TO 0.22,Diamond,Fancy,VS_SI,FGH,0.18 TO 0.22,84000,92400
32301,DIAFANVS_SIFGH0.135 TO 0.175 (IV),Diamond,Fancy,VS_SI,FGH,0.135 TO 0.175 (IV),84000,92400
32302,DIAFANVS_SIFGH0.18 to 0.22,Diamond,Fancy,VS_SI,FGH,0.18 TO 0.22,84000,92400
32303,DIAFANVS_SIFGH0.18 TO 0.22 (V),Diamond,Fancy,VS_SI,FGH,0.18 TO 0.22 (V),84000,92400
32304,DIAFANVS_SIIJ0.135 TO 0.175(IV),Diamond,Fancy,VS_SI,IJ,0.135 TO 0.175(IV),84000,92400
32305,DIAFANVVS _ VSEF0.230 TO 0.290 (VL),Diamond,Fancy,VVS _ VS,EF,0.230 TO 0.290 (VL),84000,92400
32306,DIAFANVVS_VSGH0.13 TO 0.175,Diamond,Fancy,VVS_VS,GH,0.13 TO 0.175,84000,92400
32307,DIAFANVVS_VSGHI0.23 TO 0.29 (VI),Diamond,Fancy,VVS_VS,GHI,0.23 TO 0.29 (VI),84000,92400
32308,DIAFNYVVS_VSFG0.085 TO 0.0134 (III),Diamond,Fancy,VVS_VS,FG,0.085 TO 0.0134 (III),84000,92400
32309,DIAMAQVVS_VSFG0.13 TO 0.175,Diamond,Marquise,VVS_VS,FG,0.13 TO 0.175,84000,92400
32310,DIAPEAVS_SIFGH0.18 TO 0.229,Diamond,Pear,VS_SI,FGH,0.18 TO 0.229,84000,92400
32311,DIAPEAVVS _ VSGH  0.23 TO 0.29 (VI),Diamond,Pear,VVS _ VS,GH,  0.23 TO 0.29 (VI),84000,92400
32312,DIAPEAVVS_VSGH0.13 TO 0.175,Diamond,Pear,VVS_VS,GH,0.13 TO 0.175,84000,92400
32313,DIAPEAVVS_VSGH0.13 TO 0.175 (IV),Diamond,Pear,VVS_VS,GH,0.13 TO 0.175 (IV),84000,92400
32314,DIAPEAVVS_VSGHI0.23 TO 0.29 (VI),Diamond,Pear,VVS_VS,GHI,0.23 TO 0.29 (VI),84000,92400
32315,DIAPRIVVS_VSGH0.18 TO 0.22,Diamond,Princess,VVS_VS,GH,0.18 TO 0.22,84000,92400
32316,DIAPRIVVS_VSGH0.23 TO 0.29 (VI),Diamond,Princess,VVS_VS,GH,0.23 TO 0.29 (VI),84000,92400
32317,DIAPRIVVS_VSHI0.18 TO 0.22,Diamond,Princess,VVS_VS,HI,0.18 TO 0.22,84000,92400
32318,DIARNDVVS _ VSGH  0.135 TO 0.0175(IV),Diamond,Round,VVS _ VS,GH,  0.135 TO 0.0175(IV),84000,92400
32319,DIAPEAVVSEFABOVE _ 40 CT,Diamond,Pear,VVS,EF,ABOVE _ 40 CT,85000,93500
32320,DIAFANVVS_VSFGH0.18 TO 0.229,Diamond,Fancy,VVS_VS,FGH,0.18 TO 0.229,86000,94600
32321,DIAFANVSFG01 CT,Diamond,Fancy,VS,FG,01 CT,88000,96800
32322,DIAFANVVS _ VSEF0.180 TO 0.220 (V),Diamond,Fancy,VVS _ VS,EF,0.180 TO 0.220 (V),88000,96800
32323,DIAFANVVS _ VSEF06.01_7CT,Diamond,Fancy,VVS _ VS,EF,06.01_7CT,88000,96800
32324,DIAFNYVVS_VSFGH0.135 TO 0.175 (IV),Diamond,Fancy,VVS_VS,FGH,0.135 TO 0.175 (IV),88000,96800
32325,DIAMAQVS _ SIEF0.18 TO 0.22 (V),Diamond,Marquise,VS _ SI,EF,0.18 TO 0.22 (V),88000,96800
32326,DIAMAQVS_SIFGH0.18 TO 0.229,Diamond,Marquise,VS_SI,FGH,0.18 TO 0.229,88000,96800
32327,DIAMAQVSFG01 CT,Diamond,Marquise,VS,FG,01 CT,88000,96800
32328,DIAMAQVVS_VSFG0.18 TO 0.22 (V),Diamond,Marquise,VVS_VS,FG,0.18 TO 0.22 (V),88000,96800
32329,DIAMAQVVS_VSGH0.13 TO 0.175 (IV),Diamond,Marquise,VVS_VS,GH,0.13 TO 0.175 (IV),88000,96800
32330,DIAMAQVVS_VSGH0.135 TO 0.175,Diamond,Marquise,VVS_VS,GH,0.135 TO 0.175,88000,96800
32331,DIAMAQVVS_VSHI0.13 TO 0.17,Diamond,Marquise,VVS_VS,HI,0.13 TO 0.17,88000,96800
32332,DIAPEAVS_SIG0.13 TO 0.175 (IV),Diamond,Pear,VS_SI,G,0.13 TO 0.175 (IV),88000,96800
32333,DIAPEAVVS _ VSEF0.23 TO 0.29 (VI),Diamond,Pear,VVS _ VS,EF,0.23 TO 0.29 (VI),88000,96800
32334,DIAPEAVVS_VSEF0.13 TO 0.175 (IV),Diamond,Pear,VVS_VS,EF,0.13 TO 0.175 (IV),88000,96800
32335,DIAPEAVVS_VSIJ0.23 TO 0.29,Diamond,Pear,VVS_VS,IJ,0.23 TO 0.29,88000,96800
32336,DIAPRIVVS  VSFG01 CT,Diamond,Princess,VVS,FG,01 CT,88000,96800
32337,DIAPRIVVS _ VSEF0.18 TO 0.22 (V),Diamond,Princess,VVS _ VS,EF,0.18 TO 0.22 (V),88000,96800
32338,DIAPRIVVS _ VSFG01 CT,Diamond,Princess,VVS _ VS,FG,01 CT,88000,96800
32339,DIARNDVVS1E01 CT,Diamond,Round,VVS1,E,01 CT,88000,96800
32340,DIAFANVS_SIHI0.085 TO 0.125 (III),Diamond,Fancy,VS_SI,HI,0.085 TO 0.125 (III),90000,99000
32341,DIAMAQVVS_VSFGH0.13 TO 0.175,Diamond,Marquise,VVS_VS,FGH,0.13 TO 0.175,90000,99000
32342,DIAMAQVVS_VSFGH0.13 TO 0.179,Diamond,Marquise,VVS_VS,FGH,0.13 TO 0.179,90000,99000
32343,DIARNDVVS _ VSEF0.135 TO 0.175(IV),Diamond,Round,VVS _ VS,EF,0.135 TO 0.175(IV),90000,99000
32344,FMRRNDVVSEF0.135 TO 0.0175,Diamond,Round,VVS,EF,0.135 TO 0.0175,90000,99000
32345,DIAPEAVS_SIFGH0.23 TO 0.29,Diamond,Pear,VS_SI,FGH,0.23 TO 0.29,92000,101200
32346,DIAPEAVVS_VSFGH0.18 TO 0.22,Diamond,Pear,VVS_VS,FGH, 0.18 TO 0.22,92000,101200
32347,DIAPEAVVS_VSFGH0.18 TO 0.229,Diamond,Pear,VVS_VS,FGH,0.18 TO 0.229,92000,101200
