stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat
DIAPRIVVS_VSGHI0.23 TO 0.29,Diamond,Princess,VVS_VS,GHI,0.23 TO 0.29,59500,65450
DIAPRIVVS_VSIJ  0.13 TO 0.175 (IV),Diamond,Princess,VVS_VS,IJ,  0.13 TO 0.175 (IV),59500,65450
DIAPRIVVS_VSIJ0.000 TO 0.056,Diamond,Princess,VVS_VS,IJ,0.000 TO 0.056,59500,65450
DIAPRIVVS_VSIJ0.000 TO 0.056 (I),Diamond,Princess,VVS_VS,IJ,0.000 TO 0.056 (I),59500,65450
DIAPRIVVS_VSIJ0.085 TO 0.125,Diamond,Princess,VVS_VS,IJ, 0.085 TO 0.125,59500,65450
DIAPRIVVS_VSIJ0.085 TO 0.129,Diamond,Princess,VVS_VS,IJ,0.085 TO 0.129,59500,65450
DIAPRIVVS_VSIJ0.13 TO 0.175,Diamond,Princess,VVS_VS,IJ,0.13 TO 0.175,59500,65450
DIAPRIVVS1G0.085 TO 0.125,Diamond,Princess,VVS1,G, 0.085 TO 0.125,59500,65450
DIAPRIVVSEF0.085 TO 0.125(III),Diamond,Princess,VVS,EF,0.085 TO 0.125(III),59500,65450
DIAPRIVVSEF0.18 TO 0.22,Diamond,Princess,VVS,EF,0.18 TO 0.22,59500,65450
DIAPRIVVSEF0.40 TO 0.49 (VIII),Diamond,Princess,VVS,EF,0.40 TO 0.49 (VIII),59500,65450
DIAPRIVVSEF01.01_2CT,Diamond,Princess,VVS,EF,01.01_2CT,59500,65450
DIAPRIVVSEF01.012CT,Diamond,Princess,VVS,EF,01.012CT,59500,65450
DIAPRIVVSEF1,Diamond,Princess,VVS,EF,1,59500,65450
DIAPRIVVSFG0.085 TO 0.129,Diamond,Princess,VVS,FG,0.085 TO 0.129,59500,65450
DIAPRIVVSGH0.000 TO 0.056,Diamond,Princess,VVS,GH,0.000 TO 0.056,59500,65450
DIAPRIVVSGH0.18 TO 0.22,Diamond,Princess,VVS,GH,0.18 TO 0.22,59500,65450
DIAPRIVVSVSEF0.000 TO 0.056,Diamond,Princess,VVS,EF,0.000 TO 0.056,59500,65450
DIAPRIVVSVSEF0.075 TO 0.080 (II),Diamond,Princess,VVS,EF,0.075 TO 0.08,59500,65450
DIAPRIVVSVSFG0.000 TO 0.056,Diamond,Princess,VVS,FG,0.000 TO 0.056,59500,65450
DIAPRIVVSVSFG0.000 TO 0.056 (I),Diamond,Princess,VVS,FG,0.000 TO 0.056 (I),59500,65450
DIAPRIVVSVSFG0.075 TO 0.08 (II),Diamond,Princess,VVS,FG,0.075 TO 0.08 (II),59500,65450
DIAPRIVVSVSFG0.085 TO 0.125,Diamond,Princess,VVS,FG,0.085 TO 0.125,59500,65450
DIAPRIVVSVSFG0.085 TO 0.125 (III),Diamond,Princess,VVS,FG,0.085 TO 0.125 (III),59500,65450
DIAPRIVVSVSFG0.085 TO 0.125(III),Diamond,Princess,VVS,FG,0.085 TO 0.125,59500,65450
DIAPRIVVSVSFG0.13 TO 0.175,Diamond,Princess,VVS,FG,0.13 TO 0.175,59500,65450
DIAPRIVVSVSFG0.13 TO 0.175 (IV),Diamond,Princess,VVS,FG,0.13 TO 0.175,59500,65450
DIAPRIVVSVSFG0.13 TO 0.175(IV),Diamond,Princess,VVS,FG,0.13 TO 0.175(IV),59500,65450
DIAPRIVVSVSFGH0.000 TO 0.056,Diamond,Princess,VVS,GH,0.000 TO 0.056,59500,65450
DIAPRIVVSVSFGH0.000 TO 0.056 (I),Diamond,Princess,VVS,GH,0.000 TO 0.056 (I),59500,65450
DIAPRIVVSVSFGH0.075 TO 0.084,Diamond,Princess,VVS,GH,0.075 TO 0.084,59500,65450
DIAPRIVVSVSFGH0.085 TO 0.125,Diamond,Princess,VVS,GH,0.085 TO 0.125,59500,65450
DIAPRIVVSVSFGH0.085 TO 0.125 (III),Diamond,Princess,VVS,GH,0.085 TO 0.125 (III),59500,65450
DIAPRIVVSVSFGH0.085 TO 0.129,Diamond,Princess,VVS,GH,0.085 TO 0.129,59500,65450
DIAPRIVVSVSFGH0.085 TO 0.134 (III),Diamond,Princess,VVS,GH,0.085 to 0.13,59500,65450
DIAPRIVVSVSFGH0.13 TO 0.175,Diamond,Princess,VVS,GH,0.13 TO 0.175,59500,65450
DIAPRIVVSVSFGH0.13 TO 0.179,Diamond,Princess,VVS,GH,0.13 TO 0.179,59500,65450
DIAPRIVVSVSFGH0.18 TO 0.229,Diamond,Princess,VVS,GH,0.18 TO 0.22,59500,65450
DIAPRIVVSVSFGH0.23 TO 0.29,Diamond,Princess,VVS,GH,0.23 TO 0.29,59500,65450
DIAPRIVVSVSFGH0.40 TO 0.49 (VIII),Diamond,Princess,VVS,GH,0.40 TO 0.49 (VIII),59500,65450
DIAPRIVVSVSFGMIX,Diamond,Princess,VVS,FG,Mix,59500,65450
DIAPRIVVSVSGH0.000 TO 0.056 (I),Diamond,Princess,VVS,GH,0.000 TO 0.056 (I),59500,65450
DIAPRIVVSVSGH0.13 TO 0.179,Diamond,Princess,VVS,GH,0.13 TO 0.179,59500,65450
DIAPRIVVSVSGH0.18 TO 0.22,Diamond,Princess,VVS,GH,0.18 TO 0.22,59500,65450
DIAPRIVVSVSGH0.18 TO 0.229,Diamond,Princess,VVS,GH,0.18 TO 0.22,59500,65450
DIAPRIVVSVSGH0.23 TO 0.29 (VI),Diamond,Princess,VVS,GH,0.23 TO 0.29,59500,65450
DIAPRIVVSVSGHI 0.085 TO 0.125 (III),Diamond,Princess,VVS,GH,0.085 TO 0.125 (III),59500,65450
DIAPRIVVSVSGHI0.18 TO 0.22,Diamond,Princess,VVS,GH,0.18 TO 0.22,59500,65450
DIAPRIVVSVSGHI0.23 TO 0.29,Diamond,Princess,VVS,GH,0.23 TO 0.29,59500,65450
DIAPRIVVSVSGHMIX,Diamond,Princess,VVS,GH,Mix,59500,65450
DIAPRIVVSVSHI0.000 TO 0.056,Diamond,Princess,VVS,HI,0.000 TO 0.056,59500,65450
DIAPRIVVSVSHI0.18 TO 0.22,Diamond,Princess,VVS,HI,0.18 TO 0.22,59500,65450
DIAPRIVVSVSIJ  0.13 TO 0.175 (IV),Diamond,Princess,VVS,IJ,0.13 TO 0.175,59500,65450
DIAPRIVVSVSIJ0.000 TO 0.056,Diamond,Princess,VVS,IJ,0.000 TO 0.056,59500,65450
DIAPRIVVSVSIJ0.000 TO 0.056 (I),Diamond,Princess,VVS,IJ,0.000 TO 0.056 (I),59500,65450
DIAPRIVVSVSIJ0.085 TO 0.125,Diamond,Princess,VVS,IJ,0.085 TO 0.125,59500,65450
DIAPRIVVSVSIJ0.085 TO 0.129,Diamond,Princess,VVS,IJ,0.085 TO 0.129,59500,65450
DIAPRIVVSVSIJ0.13 TO 0.175,Diamond,Princess,VVS,IJ,0.13 TO 0.175,59500,65450
DIAPRIVVSVSIJ0.13 TO 0.179,Diamond,Princess,VVS,IJ,0.13 TO 0.179,59500,65450
DIAPRVVSFHWD6,Diamond,Princess,VVS,Mix,Mix,59500,65450
DIARCTMIXFG0.000 TO 0.056,Diamond,Mix,Mix,FG,0.000 TO 0.056,59500,65450
DIARCTMIXFGH0.000 TO 0.056,Diamond,Mix,Mix,FGH,0.000 TO 0.056,59500,65450
DIARND_FM_0.18TO0.22RNDVVSEF  0.180 TO 0.220(V),Diamond,Round,VVS,EF,  0.180 TO 0.220(V),59500,65450
DIARND2.VVS1EFBELOW 01 CT,Diamond,Round,VVS1,EF,BELOW 01 CT,59500,65450
DIARNDFEF01.01 2 CT,Diamond,Round,VS,EF,01.01 2 CT,59500,65450
DIARNDFEF01.01- 2 CT,Diamond,Round,F,EF,01.01_ 2 CT,59500,65450
DIARNDFEF01.01_ 2 CT,Diamond,Round,Mix,EF,01.01_ 2 CT,59500,65450
DIARNDFEF02.01  3 CT,Diamond,Round,VS,EF,02.01  3 CT,59500,65450
DIARNDFEF02.01 _ 3 CT,Diamond,Round,Mix,EF,02.01 _ 3 CT,59500,65450
DIARNDFM0.18TO0.22RNDVVSEF  0.180 TO 0.220(V),Diamond,Round,VVS,EF,0.180 to 0.220(V),59500,65450
DIARNDIFEF0.30 TO 0.39(VII),Diamond,Round,IF,EF,0.30 TO 0.39(VII),59500,65450
DIARNDIJ_VSIJ0.000 TO 0.056 (I),Diamond,Round,VS,IJ,0.000 TO 0.056 (I),59500,65450
DIARNDIJ_VSSI0.000 to 0.056 (I),Diamond,Round,VS_SI,IJ,0.000 TO 0.056 (I),59500,65450
DIARNDIJSI0.000 TO 0.056 (I),Diamond,Round,SI,IJ,0.000 TO 0.056 (I),59500,65450
DIARNDIJVSIJ0.000 TO 0.056 (I),Diamond,Round,VS,IJ,0.000 TO 0.056 (I),59500,65450
DIARNDIJVSSI0.000 to 0.056 (I),Diamond,Round,VS,IJ,0.000 TO 0.056 (I),59500,65450
DIARNDLCMIXRNDVVSEFMIX,Diamond,Round,VVS,EF,Mix,59500,65450
DIARNDMIXEF  0.30 TO 0.39(VII),Diamond,Round,Mix,EF,  0.30 TO 0.39(VII),59500,65450
DIARNDMIXFGHMIX,Diamond,Round,Mix,FGH,Mix,59500,65450
DIARNDMIXGHMIX,Diamond,Round,Mix,GH,Mix,59500,65450
DIARNDSI3FGH0.000 to 0.056,Diamond,Round,SI3,FGH,0.000 TO 0.056,59500,65450
DIARNDSI3HI0.000 TO 0.056,Diamond,Round,SI3,HI,0.000 TO 0.056,59500,65450
DIARNDSIEF0.30 TO 0.39(VII),Diamond,Round,SI,EF,0.30 TO 0.39(VII),59500,65450
DIARNDSIEF08.01_9CT,Diamond,Round,SI,EF,08.01_9CT,59500,65450
DIARNDSIEF08.019CT,Diamond,Round,VS,EF,08.019CT,59500,65450
DIARNDSIEF10.01_12CT,Diamond,Round,SI,EF,10.01_12CT,59500,65450
DIARNDSIEF10.0112CT,Diamond,Round,VS,EF,10.0112CT,59500,65450
DIARNDSIEFBELOW01CT,Diamond,Round,SI,EF,BELOW01CT,59500,65450
DIARNDSIFGH0.000 to 0.056,Diamond,Round,SI,FGH,0.000 TO 0.056,59500,65450
DIARNDSIJK0.000 TO 0.056,Diamond,Round,SI,JK,0.000 TO 0.056,59500,65450
DIARNDVS  SIEF01.012CT,Diamond,Round,VS,EF,01.012CT,59500,65450
DIARNDVS  SIEF02.013CT,Diamond,Round,VS,EF,02.013CT,59500,65450
DIARNDVS  SIEF03.014CT,Diamond,Round,VS,EF,03.014CT,59500,65450
DIARNDVS  SIEF04.015CT,Diamond,Round,VS,EF,04.015CT,59500,65450
DIARNDVS  SIEF05.016CT,Diamond,Round,VS,EF,05.016CT,59500,65450
DIARNDVS  SIEF07.01  8 CT,Diamond,Round,VS,EF,07.01  8 CT,59500,65450
DIARNDVS  SIEF07.01 _ 8 CT,Diamond,Round,VS  SI,EF,07.01 _ 8 CT,59500,65450
DIARNDVS  SIEF08.019CT,Diamond,Round,VS,EF,08.019CT,59500,65450
DIARNDVS  SIEF30.0135CT,Diamond,Round,VS,EF,30.0135CT,59500,65450
DIARNDVS  SIEFBELOW01CT,Diamond,Round,VS,EF,BELOW01CT,59500,65450
DIARNDVS  SIEFMIX,Diamond,Round,VS,EF,Mix,59500,65450
DIARNDVS  SIIJ0.000 TO 0.056,Diamond,Round,VS,IJ,0.000 TO 0.056,45000,49500
DIARNDVS  SIIJ0.085 TO 0.134 (III),Diamond,Round,VS,IJ,0.085 to 0.13,59500,65450
DIARNDVS  SIIJ0.180 TO 0.220(V),Diamond,Round,VS,IJ,0.180 to 0.220(V),59500,65450
DIARNDVS  SIIJMIX,Diamond,Round,VS,IJ,Mix,59500,65450
DIARNDVS _ SIEF02.01_3CT,Diamond,Round,VS _ SI,EF,02.01_3CT,59500,65450
DIARNDVS _ SIEF03.01_4CT,Diamond,Round,VS _ SI,EF,03.01_4CT,59500,65450
DIARNDVS _ SIEF04.01_5CT,Diamond,Round,VS _ SI,EF,04.01_5CT,59500,65450
DIARNDVS _ SIEF05.01_6CT,Diamond,Round,VS _ SI,EF,05.01_6CT,59500,65450
DIARNDVS _ SIEF08.01_9CT,Diamond,Round,VS _ SI,EF,08.01_9CT,59500,65450
DIARNDVS _ SIEF30.01_35CT,Diamond,Round,VS _ SI,EF,30.01_35CT,59500,65450
DIARNDVS _ SIEFBELOW01CT,Diamond,Round,VS _ SI,EF,BELOW01CT,59500,65450
DIARNDVS _ SIIJ0.000 TO 0.056 (I),Diamond,Round,VS _ SI,IJ,0.000 TO 0.056 (I),59500,65450
DIARNDVS _ SIIJ0.000 TO 0.056(I),Diamond,Round,VS _ SI,IJ,0.000 TO 0.056(I),59500,65450
DIARNDVS _ SIIJ0.001 TO 0.056,Diamond,Round,VS _ SI,IJ,0.001 TO 0.056,59500,65450
DIARNDVS _ SIIJ0.085 TO 0.134 (III),Diamond,Round,VS _ SI,IJ,0.085 TO 0.134 (III),59500,65450
DIARNDVS _ SIIJ0.180 TO 0.220(V),Diamond,Round,VS _ SI,IJ,0.180 TO 0.220(V),59500,65450
DIARNDVS _ SIIJMIX,Diamond,Round,VS _ SI,IJ,Mix,59500,65450
DIARNDVS _ SIIJVVS,Diamond,Round,VS _ SI,IJ,Mix,59500,65450
DIARNDVS_SIFG0.000 to 0.056 (I),Diamond,Round,VS_SI,FG,0.000 TO 0.056 (I),59500,65450
DIARNDVS_SIFG0.085 TO 0.125,Diamond,Round,VS_SI,FG,0.085 TO 0.125,59500,65450
DIARNDVS_SIFGH  0.085 TO 0.0125(III),Diamond,Round,VS_SI,FGH,  0.085 TO 0.0125(III),59500,65450
DIARNDVS_SIFGH0.000 TO 0.056(I),Diamond,Round,VS_SI,FGH,0.000 TO 0.056(I),59500,65450
DIARNDVS_SIFGH0.075 TO 0.08,Diamond,Round,VS_SI,FGH,0.075 TO 0.08,59500,65450
DIARNDVS_SIFGH0.075 to 0.084,Diamond,Round,VS_SI,FGH,0.075 TO 0.084,59500,65450
DIARNDVS_SIFGH0.075 TO 0.084 (II),Diamond,Round,VS_SI,FGH,0.075 TO 0.084 (II),59500,65450
DIARNDVS_SIFGH0.085 TO 0.125 (III),Diamond,Round,VS_SI,FGH,0.085 TO 0.125 (III),59500,65450
DIARNDVS_SIFGH0.085 TO 0.125(III),Diamond,Round,VS_SI,FGH,0.085 TO 0.125(III),59500,65450
DIARNDVS_SIFGH0.085 to 0.13,Diamond,Round,VS_SI,FGH,0.085 TO 0.13,59500,65450
DIARNDVS_SIFGH0.085 TO 0.134 (III),Diamond,Round,VS_SI,FGH,0.085 TO 0.134 (III),59500,65450
DIARNDVS_SIFGH0.13 TO 0.175,Diamond,Round,VS_SI,FGH,0.13 TO 0.175,59500,65450
DIARNDVS_SIGH  0.075 TO 0.08(II),Diamond,Round,VS_SI,GH,  0.075 TO 0.08(II),59500,65450
DIARNDVS_SIGH0.000 TO 0.056,Diamond,Round,VS_SI,GH,0.000 TO 0.056,59500,65450
DIARNDVS_SIGH0.000 TO 0.056 (I),Diamond,Round,VS_SI,GH,0.000 TO 0.056 (I),59500,65450
DIARNDVS_SIHI0.000 TO 0.056,Diamond,Round,VS_SI,HI,0.000 TO 0.056,59500,65450
DIARNDVS_SIHI0.000 TO 0.056 (I),Diamond,Round,VS_SI,HI,0.000 TO 0.056 (I),59500,65450
DIARNDVS_SIHI0.075 TO 0.080(II),Diamond,Round,VS_SI,HI,0.075 TO 0.080(II),59500,65450
DIARNDVS_SIHI0.085 TO 0.125,Diamond,Round,VS_SI,HI,0.085 TO 0.125,59500,65450
DIARNDVS_SIHIMIX,Diamond,Round,VS_SI,HI,Mix,59500,65450
DIARNDVS_SIIJ0.001 TO 0.056,Diamond,Round,VS_SI,IJ,0.001 TO 0.056,59500,65450
DIARNDVS_SIIJ0.057 TO 0.074,Diamond,Round,VS_SI,IJ,0.057 TO 0.074,59500,65450
DIARNDVS_SIIJ0.075 TO 0.08,Diamond,Round,VS_SI,IJ,0.075 TO 0.08,59500,65450
DIARNDVS_SIIJ0.075 TO 0.084 (II),Diamond,Round,VS_SI,IJ,0.075 TO 0.084 (II),59500,65450
DIARNDVS_SIIJ0.085 TO 0.0134 (III),Diamond,Round,VS_SI,IJ,0.085 TO 0.0134 (III),59500,65450
DIARNDVS_SIIJ0.085 to 0.125,Diamond,Round,VS_SI,IJ,0.085 TO 0.125,59500,65450
DIARNDVS_SIIJ0.085 TO 0.134 (III),Diamond,Round,VS_SI,IJ,0.085 TO 0.134 (III),59500,65450
DIARNDVS_SIIJ0.18 TO 0.22 (V),Diamond,Round,VS_SI,IJ,0.18 TO 0.22 (V),59500,65450
DIARNDVS_SIIJ0.30 TO 0.39 (VII),Diamond,Round,VS_SI,IJ,0.30 TO 0.39 (VII),59500,65450
DIARNDVS_SIIJVVS,Diamond,Round,VS_SI,IJ,Mix,59500,65450
DIARNDVS1E0.30 TO 0.39,Diamond,Round,VS1,E,0.30 TO 0.39,59500,65450
DIARNDVS1H0.000 TO 0.056,Diamond,Round,VS1,H,0.000 TO 0.056,59500,65450
DIARNDVS2D0.18 TO 0.22,Diamond,Round,VS2,D,0.18 TO 0.22,59500,65450
DIARNDVSEF0.085 TO 0.125,Diamond,Round,VS,EF,0.085 TO 0.125,59500,65450
DIARNDVSEF0.13 TO 0.175,Diamond,Round,VS,EF,0.13 TO 0.175,59500,65450
DIARNDVSEF0.230 TO 0.290(VI),Diamond,Round,VS,EF,0.230 TO 0.290(VI),59500,65450
DIARNDVSEF01.01 2 CT,Diamond,Round,VS,EF,01.01 2 CT,59500,65450
DIARNDVSEF01.01_ 2 CT,Diamond,Round,VS,EF,01.01_ 2 CT,59500,65450
DIARNDVSEF01.012CT,Diamond,Round,VS,EF,01.012CT,59500,65450
DIARNDVSEF02.013CT,Diamond,Round,VS,EF,02.013CT,59500,65450
DIARNDVSEF03.014CT,Diamond,Round,VS,EF,03.014CT,59500,65450
DIARNDVSEF06.01_7CT,Diamond,Round,VS,EF,06.01_7CT,59500,65450
DIARNDVSEF06.017CT,Diamond,Round,VS,EF,06.017CT,59500,65450
DIARNDVSFEF0.000 TO 0.056 (I),Diamond,Round,VS,EF,0.000 TO 0.056 (I),59500,65450
DIARNDVSFGH0.075 TO 0.084 (II),Diamond,Round,VS,FGH,0.075 TO 0.084 (II),59500,65450
DIARNDVSFGH0.085 TO 0.134 (III),Diamond,Round,VS,FGH,0.085 TO 0.134 (III),59500,65450
DIARNDVSFGH0.135 TO 0.175 (IV),Diamond,Round,VS,FGH,0.135 TO 0.175 (IV),59500,65450
DIARNDVSGEF0.000 TO 0.056 (I),Diamond,Round,VS,EF,0.000 TO 0.056 (I),59500,65450
DIARNDVSGH0.057 TO 0.074 (I),Diamond,Round,VS,GH,0.057 TO 0.074 (I),59500,65450
DIARNDVSGH0.075 TO 0.080(II),Diamond,Round,VS,GH,0.075 TO 0.080(II),59500,65450
DIARNDVSIIJ0.000 TO 0.056 (I),Diamond,Round,VS_SI,IJ,0.000 TO 0.056 (I),59500,65450
DIARNDVSIJ0.075 TO 0.084,Diamond,Round,VS,IJ,0.075 TO 0.084,59500,65450
DIARNDVSIJ0.085 TO 0.129,Diamond,Round,VS,IJ,0.085 TO 0.129,59500,65450
DIARNDVSIJ0.18 TO 0.229,Diamond,Round,VS,IJ,0.18 TO 0.229,59500,65450
DIARNDVSSIFG0.000 TO 0.056,Diamond,Round,VS,FG,0.000 TO 0.056,59500,65450
DIARNDVSSIFG0.000 to 0.056 (I),Diamond,Round,VS,FG,0.000 TO 0.056 (I),59500,65450
DIARNDVSSIFG0.085 TO 0.125,Diamond,Round,VS,FG,0.085 TO 0.125,59500,65450
DIARNDVSSIFGH  0.075 TO 0.080(II),Diamond,Round,VS,GH,0.075 TO 0.08,59500,65450
DIARNDVSSIFGH  0.085 TO 0.0125(III),Diamond,Round,VS,GH,0.085 TO 0.0125,59500,65450
DIARNDVSSIFGH0.000 TO 0.056,Diamond,Round,VS,GH,0.000 TO 0.056,59500,65450
DIARNDVSSIFGH0.000 TO 0.056 (I),Diamond,Round,VS,GH,0.000 TO 0.056 (I),59500,65450
DIARNDVSSIFGH0.000 TO 0.056(I),Diamond,Round,VS,GH,0.000 TO 0.056,59500,65450
DIARNDVSSIFGH0.075 TO 0.08,Diamond,Round,VS,GH,0.075 TO 0.08,59500,65450
DIARNDVSSIFGH0.075 to 0.084,Diamond,Round,VS,GH,0.075 TO 0.084,59500,65450
DIARNDVSSIFGH0.075 TO 0.084 (II),Diamond,Round,VS,GH,0.075 TO 0.084 (II),59500,65450
DIARNDVSSIFGH0.085 TO 0.125,Diamond,Round,VS,GH,0.085 TO 0.125,59500,65450
DIARNDVSSIFGH0.085 TO 0.125 (III),Diamond,Round,VS,GH,0.085 TO 0.125 (III),59500,65450
DIARNDVSSIFGH0.085 TO 0.125(III),Diamond,Round,VS,GH,0.085 TO 0.125,59500,65450
DIARNDVSSIFGH0.085 TO 0.129,Diamond,Round,VS,GH,0.085 TO 0.129,59500,65450
DIARNDVSSIFGH0.085 to 0.13,Diamond,Round,VS,GH,0.085 to 0.13,59500,65450
DIARNDVSSIFGH0.085 TO 0.134 (III),Diamond,Round,VS,GH,0.085 to 0.13,59500,65450
DIARNDVSSIFGH0.13 TO 0.175,Diamond,Round,VS,GH,0.13 TO 0.175,59500,65450
DIARNDVSSIFGH0.135 TO 0.175 (IV),Diamond,Round,VS,GH,0.135 TO 0.175 (IV),59500,65450
DIARNDVSSIG0.000 to 0.056 (I),Diamond,Round,VS,IG,0.000 TO 0.056 (I),59500,65450
DIARNDVSSIGH  0.075 TO 0.08(II),Diamond,Round,VS,GH,0.075 TO 0.08,59500,65450
DIARNDVSSIGH0.000 TO 0.056,Diamond,Round,VS,GH,0.000 TO 0.056,59500,65450
DIARNDVSSIGH0.000 TO 0.056 (I),Diamond,Round,VS,GH,0.000 TO 0.056 (I),59500,65450
DIARNDVSSIHI0.000 TO 0.056,Diamond,Round,VS,HI,0.000 TO 0.056,59500,65450
DIARNDVSSIHI0.000 TO 0.056 (I),Diamond,Round,VS,HI,0.000 TO 0.056 (I),59500,65450
DIARNDVSSIHI0.001 TO 0.056,Diamond,Round,VS,HI,0.001 TO 0.056,59500,65450
DIARNDVSSIHI0.075 TO 0.080(II),Diamond,Round,VS,HI,0.075 TO 0.08,59500,65450
DIARNDVSSIHI0.085 TO 0.125,Diamond,Round,VS,HI,0.085 TO 0.125,59500,65450
DIARNDVSSIHIMIX,Diamond,Round,VS,HI,Mix,59500,65450
DIARNDVSSIIJ  0.075 TO 0.08(II),Diamond,Round,VS,IJ,0.075 TO 0.08,59500,65450
DIARNDVSSIIJ  0.085 TO 0.0125(III),Diamond,Round,VS,IJ,0.085 TO 0.0125,59500,65450
DIARNDVSSIIJ0.000 TO 0.056,Diamond,Round,VS,IJ,0.000 TO 0.056,59500,65450
DIARNDVSSIIJ0.000 TO 0.056 (I),Diamond,Round,VS,IJ,0.000 TO 0.056 (I),59500,65450
DIARNDVSSIIJ0.001 TO 0.056,Diamond,Round,VS,IJ,0.001 TO 0.056,59500,65450
DIARNDVSSIIJ0.057 TO 0.074,Diamond,Round,VS,IJ,0.057 TO 0.074,59500,65450
DIARNDVSSIIJ0.075 TO 0.08,Diamond,Round,VS,IJ,0.075 TO 0.08,59500,65450
DIARNDVSSIIJ0.075 TO 0.084 (II),Diamond,Round,VS,IJ,0.075 TO 0.084 (II),59500,65450
DIARNDVSSIIJ0.085 TO 0.0134 (III),Diamond,Round,VS,IJ,0.085 TO 0.0134 (III),59500,65450
DIARNDVSSIIJ0.085 to 0.125,Diamond,Round,VS,IJ,0.085 TO 0.125,59500,65450
DIARNDVSSIIJ0.085 TO 0.134 (III),Diamond,Round,VS,IJ,0.085 to 0.13,59500,65450
DIARNDVSSIIJ0.135 TO 0.175 (IV),Diamond,Round,VS,IJ,0.135 TO 0.175 (IV),59500,65450
DIARNDVSSIIJ0.18 TO 0.22 (V),Diamond,Round,VS,IJ,0.18 TO 0.22 (V),59500,65450
DIARNDVSSIIJ0.30 TO 0.39 (VII),Diamond,Round,VS,IJ,0.30 TO 0.39 (VII),59500,65450
DIARNDVSSIIJVVS,Diamond,Round,VVS,IJ,Mix,59500,65450
DIARNDVVS,Diamond,Round,VVS,Mix,Mix,59500,65450
DIARNDVVS  VSEF  0.18 TO 0.22(V),Diamond,Round,VVS,EF,0.18 TO 0.22(V),59500,65450
DIARNDVVS  VSEF0.000 TO 0.056 (I),Diamond,Round,VVS,EF,0.000 TO 0.056 (I),59500,65450
DIARNDVVS  VSEF0.001 TO 0.056 (I),Diamond,Round,VVS,EF,0.001 TO 0.056 (I),59500,65450
DIARNDVVS  VSEF0.075 TO 0.080(II),Diamond,Round,VVS,EF,0.075 TO 0.08,59500,65450
DIARNDVVS  VSEF0.085 TO 0.125(III),Diamond,Round,VVS,EF,0.085 TO 0.125,59500,65450
DIARNDVVS  VSEF0.135 TO 0.175(IV),Diamond,Round,VVS,EF,0.135 TO 0.175(IV),59500,65450
DIARNDVVS  VSEF0.23 TO 0.29(VI),Diamond,Round,VVS,EF,0.23 TO 0.29,59500,65450
DIARNDVVS  VSEF0.230 TO 0.290(VI),Diamond,Round,VVS,EF,0.230 TO 0.290,59500,65450
DIARNDVVS  VSEF01.01 2 CT,Diamond,Round,VVS,EF,01.01 2 CT,59500,65450
DIARNDVVS  VSEF01.01_ 2 CT,Diamond,Round,VVS  VS,EF,01.01_ 2 CT,59500,65450
DIARNDVVS  VSEF01.012CT,Diamond,Round,VVS,EF,01.012CT,59500,65450
DIARNDVVS  VSEF02.01  3 CT,Diamond,Round,VVS,EF,02.01  3 CT,59500,65450
DIARNDVVS  VSEF02.013CT,Diamond,Round,VVS,EF,02.013CT,59500,65450
DIARNDVVS  VSEF03.014CT,Diamond,Round,VVS,EF,03.014CT,59500,65450
DIARNDVVS  VSEF04.015CT,Diamond,Round,VVS,EF,04.015CT,59500,65450
DIARNDVVS  VSEF05.016CT,Diamond,Round,VVS,EF,05.016CT,59500,65450
DIARNDVVS  VSEF06.017CT,Diamond,Round,VVS,EF,06.017CT,59500,65450
DIARNDVVS  VSEF07.018CT,Diamond,Round,VVS,EF,07.018CT,59500,65450
DIARNDVVS  VSEF08.019CT,Diamond,Round,VVS,EF,08.019CT,59500,65450
DIARNDVVS  VSEF09.0110CT,Diamond,Round,VVS,EF,09.0110CT,59500,65450
DIARNDVVS  VSEF10.0112CT,Diamond,Round,VVS,EF,10.0112CT,59500,65450
DIARNDVVS  VSEF12.0115CT,Diamond,Round,VVS,EF,12.0115CT,59500,65450
DIARNDVVS  VSEF30.0135CT,Diamond,Round,VVS,EF,30.0135CT,59500,65450
DIARNDVVS  VSEFBELOW 01 CT,Diamond,Round,VVS  VS,EF,BELOW 01 CT,59500,65450
DIARNDVVS  VSEFBELOW01CT,Diamond,Round,VVS,EF,BELOW01CT,59500,65450
DIARNDVVS  VSEFMIX,Diamond,Round,VVS,EF,Mix,59500,65450
DIARNDVVS  VSFG0.000 TO 0.056,Diamond,Round,VVS,FG,0.000 TO 0.056,59500,65450
DIARNDVVS  VSFG0.000 TO 0.056(I),Diamond,Round,VVS,FG,0.000 TO 0.056,59500,65450
DIARNDVVS  VSFGH  0.085 TO 0.125(III),Diamond,Round,VVS,GH,0.085 TO 0.125,59500,65450
DIARNDVVS  VSFGH  0.135 TO 0.175(IV),Diamond,Round,VVS,GH,0.135 TO 0.175(IV),59500,65450
DIARNDVVS  VSFGH  0.180 TO 0.220(V),Diamond,Round,VVS,GH,0.180 to 0.220(V),59500,65450
DIARNDVVS  VSFGH  0.23 TO 0.29(VI),Diamond,Round,VVS,GH,0.23 TO 0.29,59500,65450
DIARNDVVS  VSFGH0.000 TO 0.056,Diamond,Round,VVS,GH,0.000 TO 0.056,59500,65450
