stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat
DIARNDVVS  VSFGH0.000 TO 0.056 (I),Diamond,Round,VVS,GH,0.000 TO 0.056 (I),59500,65450
DIARNDVVS  VSFGMIX,Diamond,Round,VVS,FG,Mix,59500,65450
DIARNDVVS  VSFGVVS,Diamond,Round,VVS,FG,Mix,59500,65450
DIARNDVVS  VSGH  0.085 TO 0.0125(III),Diamond,Round,VVS,GH,0.085 TO 0.0125,59500,65450
DIARNDVVS  VSGH  0.135 TO 0.0175(IV),Diamond,Round,VVS,GH,0.135 TO 0.0175(IV),59500,65450
DIARNDVVS  VSGH0.000 TO 0.056,Diamond,Round,VVS,GH,0.000 TO 0.056,59500,65450
DIARNDVVS  VSGH0.000 TO 0.056 (I),Diamond,Round,VVS,GH,0.000 TO 0.056 (I),59500,65450
DIARNDVVS  VSGH0.075 TO 0.08,Diamond,Round,VVS,GH,0.075 TO 0.08,59500,65450
DIARNDVVS  VSGH0.085 TO 0.125,Diamond,Round,VVS,GH,0.085 TO 0.125,59500,65450
DIARNDVVS  VSGH0.085 TO 0.125(III),Diamond,Round,VVS,GH,0.085 TO 0.125,59500,65450
DIARNDVVS  VSGH0.13 TO 0.175,Diamond,Round,VVS,GH,0.13 TO 0.175,59500,65450
DIARNDVVS  VSGH0.135 TO 0.175(IV),Diamond,Round,VVS,GH,0.135 TO 0.175(IV),59500,65450
DIARNDVVS  VSGH0.18 TO 0.22,Diamond,Round,VVS,GH,0.18 TO 0.22,59500,65450
DIARNDVVS  VSGHI  0.135 TO 0.175(IV),Diamond,Round,VVS,GH,0.135 TO 0.175(IV),59500,65450
DIARNDVVS  VSGHI0.001 TO 0.056 (I),Diamond,Round,VVS,GH,0.001 TO 0.056 (I),59500,65450
DIARNDVVS  VSGHI0.135 TO 0.175 (IV),Diamond,Round,VVS,GH,0.135 TO 0.175 (IV),59500,65450
DIARNDVVS  VSHI0.000 TO 0.056,Diamond,Round,VVS,HI,0.000 TO 0.056,59500,65450
DIARNDVVS  VSHI0.000 TO 0.056 (I),Diamond,Round,VVS,HI,0.000 TO 0.056 (I),59500,65450
DIARNDVVS  VSIJ  0.085 TO 0.0125(III),Diamond,Round,VVS,IJ,0.085 TO 0.0125,59500,65450
DIARNDVVS  VSIJ0.135 TO 0.175(IV),Diamond,Round,VVS,IJ,0.135 TO 0.175(IV),59500,65450
DIARNDVVS  VSIJVVS,Diamond,Round,VVS,IJ,Mix,59500,65450
DIARNDVVS _ VSEF0.000 TO 0.056 (I),Diamond,Round,VVS _ VS,EF,0.000 TO 0.056 (I),59500,65450
DIARNDVVS _ VSEF0.001 TO 0.056 (I),Diamond,Round,VVS _ VS,EF,0.001 TO 0.056 (I),59500,65450
DIARNDVVS _ VSEF0.075 TO 0.080(II),Diamond,Round,VVS _ VS,EF,0.075 TO 0.080(II),59500,65450
DIARNDVVS _ VSEF0.085 TO 0.125(III),Diamond,Round,VVS _ VS,EF,0.085 TO 0.125(III),59500,65450
DIARNDVVS _ VSEF01.01_2CT,Diamond,Round,VVS _ VS,EF,01.01_2CT,59500,65450
DIARNDVVS _ VSEF02.01 _ 3 CT,Diamond,Round,VVS _ VS,EF,02.01 _ 3 CT,59500,65450
DIARNDVVS _ VSEF02.01_3CT,Diamond,Round,VVS _ VS,EF,02.01_3CT,59500,65450
DIARNDVVS _ VSEF03.01_4CT,Diamond,Round,VVS _ VS,EF,03.01_4CT,59500,65450
DIARNDVVS _ VSEF05.01_6CT,Diamond,Round,VVS _ VS,EF,05.01_6CT,59500,65450
DIARNDVVS _ VSEF06.01_7CT,Diamond,Round,VVS _ VS,EF,06.01_7CT,59500,65450
DIARNDVVS _ VSEF07.01_8CT,Diamond,Round,VVS _ VS,EF,07.01_8CT,59500,65450
DIARNDVVS _ VSEF08.01_9CT,Diamond,Round,VVS _ VS,EF,08.01_9CT,59500,65450
DIARNDVVS _ VSEF09.01_10CT,Diamond,Round,VVS _ VS,EF,09.01_10CT,59500,65450
DIARNDVVS _ VSEF10.01_12CT,Diamond,Round,VVS _ VS,EF,10.01_12CT,59500,65450
DIARNDVVS _ VSEF12.01_15CT,Diamond,Round,VVS _ VS,EF,12.01_15CT,59500,65450
DIARNDVVS _ VSEF30.01_35CT,Diamond,Round,VVS _ VS,EF,30.01_35CT,59500,65450
DIARNDVVS _ VSFGH  0.085 TO 0.125(III),Diamond,Round,VVS _ VS,FGH,  0.085 TO 0.125(III),59500,65450
DIARNDVVS _ VSFGH  0.135 TO 0.175(IV),Diamond,Round,VVS _ VS,FGH,  0.135 TO 0.175(IV),59500,65450
DIARNDVVS _ VSFGH  0.180 TO 0.220(V),Diamond,Round,VVS _ VS,FGH,  0.180 TO 0.220(V),59500,65450
DIARNDVVS _ VSFGH  0.23 TO 0.29(VI),Diamond,Round,VVS _ VS,FGH,  0.23 TO 0.29(VI),59500,65450
DIARNDVVS _ VSFGH0.000 TO 0.056,Diamond,Round,VVS _ VS,FGH,0.000 TO 0.056,59500,65450
DIARNDVVS _ VSGH0.075 TO 0.08,Diamond,Round,VVS _ VS,GH,0.075 TO 0.08,59500,65450
DIARNDVVS _ VSGH0.085 TO 0.125,Diamond,Round,VVS _ VS,GH,0.085 TO 0.125,59500,65450
DIARNDVVS _ VSGH0.13 TO 0.175,Diamond,Round,VVS _ VS,GH,0.13 TO 0.175,59500,65450
DIARNDVVS _ VSGH0.18 TO 0.22,Diamond,Round,VVS _ VS,GH,0.18 TO 0.22,59500,65450
DIARNDVVS _ VSGHI  0.135 TO 0.175(IV),Diamond,Round,VVS _ VS,GHI,  0.135 TO 0.175(IV),59500,65450
DIARNDVVS _ VSGHI0.001 TO 0.056 (I),Diamond,Round,VVS _ VS,GHI,0.001 TO 0.056 (I),59500,65450
DIARNDVVS _ VSGHI0.135 TO 0.175 (IV),Diamond,Round,VVS _ VS,GHI,0.135 TO 0.175 (IV),59500,65450
DIARNDVVS _ VSHI0.000 TO 0.056 (I),Diamond,Round,VVS _ VS,HI,0.000 TO 0.056 (I),59500,65450
DIARNDVVS _ VSIJ  0.085 TO 0.0125(III),Diamond,Round,VVS _ VS,IJ,  0.085 TO 0.0125(III),59500,65450
DIARNDVVS _ VSIJ0.135 TO 0.175(IV),Diamond,Round,VVS _ VS,IJ,0.135 TO 0.175(IV),59500,65450
DIARNDVVS _ VSIJVVS,Diamond,Round,VVS _ VS,IJ,Mix,59500,65450
DIARNDVVS 1 H0.000 TO 0.056,Diamond,Round,VVS 1 ,H,0.000 TO 0.056,59500,65450
DIARNDVVS_SIFGH0.000 TO 0.056,Diamond,Round,VVS_SI,FGH,0.000 TO 0.056,59500,65450
DIARNDVVS_SLEF0.40 TO 0.49(VIII),Diamond,Round,VVS_SI,EF,0.40 TO 0.49(VIII),59500,65450
DIARNDVVS_VSEF0.075 TO 0.080 (II),Diamond,Round,VVS_VS,EF,0.075 TO 0.080 (II),59500,65450
DIARNDVVS_VSFG0.075 TO 0.08,Diamond,Round,VVS_VS,FG,0.075 TO 0.08,59500,65450
DIARNDVVS_VSFG0.085 TO 0.125,Diamond,Round,VVS_VS,FG,0.085 TO 0.125,59500,65450
DIARNDVVS_VSFG0.13 TO 0.175,Diamond,Round,VVS_VS,FG,0.13 TO 0.175,59500,65450
DIARNDVVS_VSFGH0.057 to 0.074,Diamond,Round,VVS_VS,FGH,0.057 TO 0.074,59500,65450
DIARNDVVS_VSFGH0.057 to 0.074 (I),Diamond,Round,VVS_VS,FGH,0.057 TO 0.074 (I),59500,65450
DIARNDVVS_VSFGH0.075 TO 0.084,Diamond,Round,VVS_VS,FGH,0.075 TO 0.084,59500,65450
DIARNDVVS_VSFGH0.085 TO 0.129,Diamond,Round,VVS_VS,FGH,0.085 TO 0.129,59500,65450
DIARNDVVS_VSFGH0.085 TO 0.134 (III),Diamond,Round,VVS_VS,FGH,0.085 TO 0.134 (III),59500,65450
DIARNDVVS_VSFGH0.13 TO 0.175,Diamond,Round,VVS_VS,FGH,0.13 TO 0.175,59500,65450
DIARNDVVS_VSFGH0.13 TO 0.179,Diamond,Round,VVS_VS,FGH,0.13 TO 0.179,59500,65450
DIARNDVVS_VSFGH0.135 TO 0.175 (IV),Diamond,Round,VVS_VS,FGH,0.135 TO 0.175 (IV),59500,65450
DIARNDVVS_VSFGH0.18 TO 0.22 (V),Diamond,Round,VVS_VS,FGH,0.18 TO 0.22 (V),59500,65450
DIARNDVVS_VSFGH0.23 TO 0.29 (VI),Diamond,Round,VVS_VS,FGH,0.23 TO 0.29 (VI),59500,65450
DIARNDVVS_VSGH0.000 TO 0.056,Diamond,Round,VVS_VS,GH,0.000 TO 0.056,59500,65450
DIARNDVVS_VSGH0.000 TO 0.056 (I),Diamond,Round,VVS_VS,GH,0.000 TO 0.056 (I),59500,65450
DIARNDVVS_VSGH0.075 TO 0.080(II),Diamond,Round,VVS_VS,GH,0.075 TO 0.080(II),59500,65450
DIARNDVVS_VSGHI 0.085 TO 0.125 (III),Diamond,Round,VVS_VS,GHI,0.085 TO 0.125 (III),59500,65450
DIARNDVVS_VSGHI 0.18 TO 0.22 (V),Diamond,Round,VVS_VS,GHI,0.18 TO 0.22 (V),59500,65450
DIARNDVVS_VSGHI0.000 TO 0.056,Diamond,Round,VVS_VS,GHI,0.000 TO 0.056,59500,65450
DIARNDVVS_VSGHI0.000 TO 0.056 (I),Diamond,Round,VVS_VS,GHI,0.000 TO 0.056 (I),59500,65450
DIARNDVVS_VSGHI0.085 TO 0.125(III),Diamond,Round,VVS_VS,GHI,0.085 TO 0.125(III),59500,65450
DIARNDVVS_VSGHI0.13 TO 0.175 (IV),Diamond,Round,VVS_VS,GHI,0.13 TO 0.175 (IV),59500,65450
DIARNDVVS_VSGHI0.13 TO 0.175(IV),Diamond,Round,VVS_VS,GHI,0.13 TO 0.175(IV),59500,65450
DIARNDVVS_VSGHI0.23 TO 0.29 (VI),Diamond,Round,VVS_VS,GHI,0.23 TO 0.29 (VI),59500,65450
DIARNDVVS_VSGHIMIX,Diamond,Round,VVS_VS,GHI,Mix,59500,65450
DIARNDVVS_VSHI/EF0.000 TO 0.056,Diamond,Round,VVS_VS,HI_EF,0.000 TO 0.056,59500,65450
DIARNDVVS_VSHI0.000 TO 0.056,Diamond,Round,VVS_VS,HI,0.000 TO 0.056,59500,65450
DIARNDVVS_VSHI0.000 TO 0.056 (I),Diamond,Round,VVS_VS,HI,0.000 TO 0.056 (I),59500,65450
DIARNDVVS_VSHI0.085 TO 0.125,Diamond,Round,VVS_VS,HI,0.085 TO 0.125,59500,65450
DIARNDVVS_VSHIJ0.000 TO 0.056,Diamond,Round,VVS_VS,HIJ,0.000 TO 0.056,59500,65450
DIARNDVVS_VSIJ  0.085 TO 0.0125(III),Diamond,Round,VVS_VS,IJ,  0.085 TO 0.0125(III),59500,65450
DIARNDVVS_VSIJ0.000 TO 0.056 (I),Diamond,Round,VVS_VS,IJ,0.000 TO 0.056 (I),59500,65450
DIARNDVVS_VSIJ0.085 TO 0.125,Diamond,Round,VVS_VS,IJ,0.085 TO 0.125,59500,65450
DIARNDVVS0.000 TO 0.056 (I)0.000 TO 0.056 (I),Diamond,Round,VVS,Mix,0.000 TO 0.056 (I),59500,65450
DIARNDVVS1D0.18 TO 0.22,Diamond,Round,VVS1,D,0.18 TO 0.22,59500,65450
DIARNDVVS1DEF0.13 TO 0.175,Diamond,Round,VVS1,DEF,0.13 TO 0.175,59500,65450
DIARNDVVS1DEF0.18 TO 0.22,Diamond,Round,VVS1,DEF,0.18 TO 0.22,59500,65450
DIARNDVVS1DEF0.23 TO 0.29,Diamond,Round,VVS1,DEF,0.23 TO 0.29,59500,65450
DIARNDVVS1E0.13 TO 0.175,Diamond,Round,VVS1,E,0.13 TO 0.175,59500,65450
DIARNDVVS1E0.18 to 0.22 (V),Diamond,Round,VVS1,E,0.18 TO 0.22 (V),59500,65450
DIARNDVVS1E0.23 TO 0.29,Diamond,Round,VVS1,E,0.23 TO 0.29,59500,65450
DIARNDVVS1E0.40 TO 0.49(VIII),Diamond,Round,VVS1,E,0.40 TO 0.49(VIII),59500,65450
DIARNDVVS1EF0.18 TO 0.22,Diamond,Round,VVS1,EF,0.18 TO 0.22,59500,65450
DIARNDVVS1EF01.01 2 CT,Diamond,Round,VVS,EF,01.01 2 CT,59500,65450
DIARNDVVS1EF04.015CT,Diamond,Round,VVS,EF,04.015CT,59500,65450
DIARNDVVS1EFBELOW01CT,Diamond,Round,VVS1,EF,BELOW01CT,59500,65450
DIARNDVVS1FG0.000 TO 0.056,Diamond,Round,VVS1,FG,0.000 TO 0.056,59500,65450
DIARNDVVS1FMIX,Diamond,Round,VVS1,F,Mix,59500,65450
DIARNDVVS1G0.000 TO 0.056,Diamond,Round,VVS1,G,0.000 TO 0.056,59500,65450
DIARNDVVS1G0.085 TO 0.125,Diamond,Round,VVS1,G,0.085 TO 0.125,59500,65450
DIARNDVVS1G0.13 TO 0.175,Diamond,Round,VVS1,G,0.13 TO 0.175,59500,65450
DIARNDVVS1G0.18 TO 0.22,Diamond,Round,VVS1,G,0.18 TO 0.22,59500,65450
DIARNDVVS1G0.23 TO 0.29,Diamond,Round,VVS1,G,0.23 TO 0.29,59500,65450
DIARNDVVS1GH0.075 TO 0.08,Diamond,Round,VVS1,GH,0.075 TO 0.08,59500,65450
DIARNDVVS1GH0.085 TO 0.125,Diamond,Round,VVS1,GH,0.085 TO 0.125,59500,65450
DIARNDVVS1H0.18 TO 0.22,Diamond,Round,VVS1,H,0.18 TO 0.22,59500,65450
DIARNDVVS1I0.000 TO 0.056 (I),Diamond,Round,VVS1,I,0.000 TO 0.056 (I),59500,65450
DIARNDVVS2 VSEF0.18 TO 0.22(V),Diamond,Round,VVS,EF,0.18 TO 0.22(V),59500,65450
DIARNDVVS2_VSIJ0.000 TO 0.056,Diamond,Round,VVS2_VS,IJ,0.000 TO 0.056,59500,65450
DIARNDVVS2_VSIJ0.085 TO 0.125,Diamond,Round,VVS2_VS,IJ,0.085 TO 0.125,59500,65450
DIARNDVVS2D0.18 TO 0.22,Diamond,Round,VVS2,D,0.18 TO 0.22,59500,65450
DIARNDVVS2E0.18 TO 0.22,Diamond,Round,VVS2,E,0.18 TO 0.22,59500,65450
DIARNDVVS2EF1.00 TO 1.49 (XI),Diamond,Round,VVS2,EF,1.00 TO 1.49 (XI),59500,65450
DIARNDVVS2EFBELOW01CT,Diamond,Round,VVS2,EF,BELOW01CT,59500,65450
DIARNDVVS2G  0.085 TO 0.125(III),Diamond,Round,VVS2,G,  0.085 TO 0.125(III),59500,65450
DIARNDVVS2G  0.135 TO 0.0175(IV),Diamond,Round,VVS2,G,  0.135 TO 0.0175(IV),59500,65450
DIARNDVVS2G  0.18 TO 0.22(V),Diamond,Round,VVS2,G,  0.18 TO 0.22(V),59500,65450
DIARNDVVS2G  0.230 TO 0.290(VI),Diamond,Round,VVS2,G,  0.230 TO 0.290(VI),59500,65450
DIARNDVVS2G0.18 TO 0.22,Diamond,Round,VVS2,G,0.18 TO 0.22,59500,65450
DIARNDVVS2VSIJ0.000 TO 0.056,Diamond,Round,VVS,IJ,0.000 TO 0.056,59500,65450
DIARNDVVS2VSIJ0.085 TO 0.125,Diamond,Round,VVS,IJ,0.085 TO 0.125,59500,65450
DIARNDVVSE0.000 TO 0.056,Diamond,Round,VVS,E,0.000 TO 0.056,59500,65450
DIARNDVVSEF  0.180 TO 0.220(V),Diamond,Round,VVS,EF,  0.180 TO 0.220(V),59500,65450
DIARNDVVSEF_10.01,Diamond,Round,VVS,EF,10,59500,65450
DIARNDVVSEF_2.01,Diamond,Round,VVS,EF,2,59500,65450
DIARNDVVSEF_8.01,Diamond,Round,VVS,EF,8,59500,65450
DIARNDVVSEF+0_1,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+00_0,Diamond,Round,VVS,EF,Mix,59500,65450
DIARNDVVSEF+000,Diamond,Round,VVS,EF,Mix,59500,65450
DIARNDVVSEF+000_00,Diamond,Round,VVS,EF,Mix,59500,65450
DIARNDVVSEF+0000_000,Diamond,Round,VVS,EF,Mix,59500,65450
DIARNDVVSEF+00000,Diamond,Round,VVS,EF,Mix,59500,65450
DIARNDVVSEF+00000_0000,Diamond,Round,VVS,EF,Mix,59500,65450
DIARNDVVSEF+000000_00000,Diamond,Round,VVS,EF,Mix,59500,65450
DIARNDVVSEF+0000000,Diamond,Round,VVS,EF,Mix,59500,65450
DIARNDVVSEF+000000000,Diamond,Round,VVS,EF,Mix,59500,65450
DIARNDVVSEF+00000000000,Diamond,Round,VVS,EF,Mix,59500,65450
DIARNDVVSEF+01,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+1.5_2,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+1.52,Diamond,Round,VVS,EF,2,59500,65450
DIARNDVVSEF+1_1.5,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+11.5,Diamond,Round,VVS,EF,12,59500,65450
DIARNDVVSEF+2.5_3,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+2.53,Diamond,Round,VVS,EF,3,59500,65450
DIARNDVVSEF+2_2.5,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+22.5,Diamond,Round,VVS,EF,23,59500,65450
DIARNDVVSEF+3.5_4,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+3.54,Diamond,Round,VVS,EF,4,59500,65450
DIARNDVVSEF+3_3.5,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+33.5,Diamond,Round,VVS,EF,34,59500,65450
DIARNDVVSEF+4.5_5,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+4.55,Diamond,Round,VVS,EF,5,59500,65450
DIARNDVVSEF+5.5_6,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+5.56,Diamond,Round,VVS,EF,6,59500,65450
DIARNDVVSEF+5_5.5,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+55.5,Diamond,Round,VVS,EF,56,59500,65450
DIARNDVVSEF+6.5_7,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+6.57,Diamond,Round,VVS,EF,7,59500,65450
DIARNDVVSEF+7.5_8,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+7.58,Diamond,Round,VVS,EF,8,59500,65450
DIARNDVVSEF+7_7.5,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+77.5,Diamond,Round,VVS,EF,78,59500,65450
DIARNDVVSEF+8.5_9,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+8.59,Diamond,Round,VVS,EF,9,59500,65450
DIARNDVVSEF+8_8.5,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+88.5,Diamond,Round,VVS,EF,89,59500,65450
DIARNDVVSEF+9_9.5,Diamond,Round,VVS,EF,1,59500,65450
DIARNDVVSEF+99.5,Diamond,Round,VVS,EF,100,59500,65450
DIARNDVVSEF0.075 TO 0.086 (II),Diamond,Round,VVS,EF,0.075 TO 0.086 (II),59500,65450
DIARNDVVSEF0.13 TO 0.179,Diamond,Round,VVS,EF,0.13 TO 0.179,59500,65450
DIARNDVVSEF0.180TO0.220(V),Diamond,Round,VVS,EF,0.180TO0.220(V),59500,65450
DIARNDVVSEF0.30 TO 0.39,Diamond,Round,VVS,EF,0.30 TO 0.39,59500,65450
DIARNDVVSEF01.01 2 CT,Diamond,Round,VVS,EF,01.01 2 CT,59500,65450
DIARNDVVSEF01.01_ 2 CT,Diamond,Round,VVS,EF,01.01_ 2 CT,59500,65450
DIARNDVVSEF01.01_2CT,Diamond,Round,VVS,EF,01.01_2CT,59500,65450
DIARNDVVSEF01.012CT,Diamond,Round,VVS,EF,01.012CT,59500,65450
DIARNDVVSEF02.01  3 CT,Diamond,Round,VVS,EF,02.01  3 CT,59500,65450
DIARNDVVSEF02.01 _ 3 CT,Diamond,Round,VVS,EF,02.01 _ 3 CT,59500,65450
DIARNDVVSEF02.01_3CT,Diamond,Round,VVS,EF,02.01_3CT,59500,65450
DIARNDVVSEF02.013CT,Diamond,Round,VVS,EF,02.013CT,59500,65450
DIARNDVVSEF03.01  4 CT,Diamond,Round,VVS,EF,03.01  4 CT,59500,65450
DIARNDVVSEF03.01_4CT,Diamond,Round,VVS,EF,03.01_4CT,59500,65450
DIARNDVVSEF03.014CT,Diamond,Round,VVS,EF,03.014CT,59500,65450
DIARNDVVSEF04.01  5 CT,Diamond,Round,VVS,EF,04.01  5 CT,59500,65450
DIARNDVVSEF04.01 _ 5 CT,Diamond,Round,VVS,EF,04.01 _ 5 CT,59500,65450
DIARNDVVSEF04.01_5CT,Diamond,Round,VVS,EF,04.01_5CT,59500,65450
DIARNDVVSEF04.015CT,Diamond,Round,VVS,EF,04.015CT,59500,65450
DIARNDVVSEF05.01  6 CT,Diamond,Round,VVS,EF,05.01  6 CT,59500,65450
DIARNDVVSEF05.01 _ 6 CT,Diamond,Round,VVS,EF,05.01 _ 6 CT,59500,65450
DIARNDVVSEF05.01_6CT,Diamond,Round,VVS,EF,05.01_6CT,59500,65450
DIARNDVVSEF05.016CT,Diamond,Round,VVS,EF,05.016CT,59500,65450
DIARNDVVSEF06.01  7 CT,Diamond,Round,VVS,EF,06.01  7 CT,59500,65450
DIARNDVVSEF06.01 _ 7 CT,Diamond,Round,VVS,EF,06.01 _ 7 CT,59500,65450
DIARNDVVSEF06.01_7CT,Diamond,Round,VVS,EF,06.01_7CT,59500,65450
DIARNDVVSEF06.017CT,Diamond,Round,VVS,EF,06.017CT,59500,65450
DIARNDVVSEF07.01  8 CT,Diamond,Round,VVS,EF,07.01  8 CT,59500,65450
DIARNDVVSEF07.01 _ 8 CT,Diamond,Round,VVS,EF,07.01 _ 8 CT,59500,65450
DIARNDVVSEF07.01_8CT,Diamond,Round,VVS,EF,07.01_8CT,59500,65450
DIARNDVVSEF07.018CT,Diamond,Round,VVS,EF,07.018CT,59500,65450
DIARNDVVSEF08.01  9 CT,Diamond,Round,VVS,EF,08.01  9 CT,59500,65450
DIARNDVVSEF08.01 _ 9 CT,Diamond,Round,VVS,EF,08.01 _ 9 CT,59500,65450
DIARNDVVSEF08.01_9CT,Diamond,Round,VVS,EF,08.01_9CT,59500,65450
DIARNDVVSEF08.019CT,Diamond,Round,VVS,EF,08.019CT,59500,65450
DIARNDVVSEF09.01  10 CT,Diamond,Round,VVS,EF,09.01  10 CT,59500,65450
DIARNDVVSEF09.01 _ 10 CT,Diamond,Round,VVS,EF,09.01 _ 10 CT,59500,65450
DIARNDVVSEF09.01_10CT,Diamond,Round,VVS,EF,09.01_10CT,59500,65450
DIARNDVVSEF09.0110CT,Diamond,Round,VVS,EF,09.0110CT,59500,65450
DIARNDVVSEF10.01,Diamond,Round,VVS,EF,10,59500,65450
DIARNDVVSEF10.01  12 CT,Diamond,Round,VVS,EF,10.01  12 CT,59500,65450
DIARNDVVSEF10.01 _ 12 CT,Diamond,Round,VVS,EF,10.01 _ 12 CT,59500,65450
DIARNDVVSEF10.01_12CT,Diamond,Round,VVS,EF,10.01_12CT,59500,65450
DIARNDVVSEF10.0112CT,Diamond,Round,VVS,EF,10.0112CT,59500,65450
DIARNDVVSEF12.01  15 CT,Diamond,Round,VVS,EF,12.01  15 CT,59500,65450
DIARNDVVSEF12.01 _ 15 CT,Diamond,Round,VVS,EF,12.01 _ 15 CT,59500,65450
DIARNDVVSEF12.01_15CT,Diamond,Round,VVS,EF,12.01_15CT,59500,65450
DIARNDVVSEF12.0115CT,Diamond,Round,VVS,EF,12.0115CT,59500,65450
DIARNDVVSEF15.01  17 CT,Diamond,Round,VVS,EF,15.01  17 CT,59500,65450
DIARNDVVSEF15.01 _ 17 CT,Diamond,Round,VVS,EF,15.01 _ 17 CT,59500,65450
DIARNDVVSEF15.01_17CT,Diamond,Round,VVS,EF,15.01_17CT,59500,65450
DIARNDVVSEF15.0117CT,Diamond,Round,VVS,EF,15.0117CT,59500,65450
DIARNDVVSEF17.01  20 CT,Diamond,Round,VVS,EF,17.01  20 CT,59500,65450
DIARNDVVSEF17.01 _ 20 CT,Diamond,Round,VVS,EF,17.01 _ 20 CT,59500,65450
DIARNDVVSEF17.01_20CT,Diamond,Round,VVS,EF,17.01_20CT,59500,65450
DIARNDVVSEF17.0120CT,Diamond,Round,VVS,EF,17.0120CT,59500,65450
DIARNDVVSEF2.01,Diamond,Round,VVS,EF,2,59500,65450
DIARNDVVSEF20.01  23 CT,Diamond,Round,VVS,EF,20.01  23 CT,59500,65450
DIARNDVVSEF20.01 _ 23 CT,Diamond,Round,VVS,EF,20.01 _ 23 CT,59500,65450
DIARNDVVSEF20.01_23CT,Diamond,Round,VVS,EF,20.01_23CT,59500,65450
DIARNDVVSEF20.0123CT,Diamond,Round,VVS,EF,20.0123CT,59500,65450
DIARNDVVSEF23.01  26 CT,Diamond,Round,VVS,EF,23.01  26 CT,59500,65450
DIARNDVVSEF23.01 _ 26 CT,Diamond,Round,VVS,EF,23.01 _ 26 CT,59500,65450
DIARNDVVSEF23.01_26CT,Diamond,Round,VVS,EF,23.01_26CT,59500,65450
DIARNDVVSEF23.0126CT,Diamond,Round,VVS,EF,23.0126CT,59500,65450
DIARNDVVSEF26.01  30 CT,Diamond,Round,VVS,EF,26.01  30 CT,59500,65450
DIARNDVVSEF26.01 _ 30 CT,Diamond,Round,VVS,EF,26.01 _ 30 CT,59500,65450
DIARNDVVSEF26.01_30CT,Diamond,Round,VVS,EF,26.01_30CT,59500,65450
DIARNDVVSEF26.0130CT,Diamond,Round,VVS,EF,26.0130CT,59500,65450
DIARNDVVSEF30.01_35CT,Diamond,Round,VVS,EF,30.01_35CT,59500,65450
DIARNDVVSEF30.0135CT,Diamond,Round,VVS,EF,30.0135CT,59500,65450
DIARNDVVSEF35.01  40 CT,Diamond,Round,VVS,EF,35.01  40 CT,59500,65450
DIARNDVVSEF35.01 _ 40 CT,Diamond,Round,VVS,EF,35.01 _ 40 CT,59500,65450
DIARNDVVSEF35.01_40CT,Diamond,Round,VVS,EF,35.01_40CT,59500,65450
DIARNDVVSEF35.0140CT,Diamond,Round,VVS,EF,35.0140CT,59500,65450
DIARNDVVSEF8.01,Diamond,Round,VVS,EF,8,59500,65450
DIARNDVVSEFABOVE_40CT,Diamond,Round,VVS,EF,ABOVE_40CT,59500,65450
DIARNDVVSEFABOVE40CT,Diamond,Round,VVS,EF,ABOVE40CT,59500,65450
DIARNDVVSEFG0.000 TO 0.056,Diamond,Round,VVS,EFG,0.000 TO 0.056,59500,65450
DIARNDVVSFG0.075 TO 0.084,Diamond,Round,VVS,FG,0.075 TO 0.084,59500,65450
DIARNDVVSFG0.085 TO 0.125,Diamond,Round,VVS,FG,0.085 TO 0.125,59500,65450
DIARNDVVSFG0.085 TO 0.129,Diamond,Round,VVS,FG,0.085 TO 0.129,76000,83600
DIARNDVVSFG0.13 TO 0.175,Diamond,Round,VVS,FG,0.13 TO 0.175,59500,65450
DIARNDVVSFG0.23 TO 0.29,Diamond,Round,VVS,FG,0.23 TO 0.29,59500,65450
DIARNDVVSFGH0.085 TO 0.125,Diamond,Round,VVS,FGH,0.085 TO 0.125,59500,65450
DIARNDVVSGH0.000 TO 0.056(I),Diamond,Round,VVS,GH,0.000 TO 0.056(I),59500,65450
DIARNDVVSGH0.075 TO 0.08,Diamond,Round,VVS,GH,0.075 TO 0.08,59500,65450
DIARNDVVSGH0.13 TO 0.175,Diamond,Round,VVS,GH,0.13 TO 0.175,59500,65450
DIARNDVVSGH0.18 TO 0.22,Diamond,Round,VVS,GH,0.18 TO 0.22,59500,65450
